nom_original,noms_unifie
Sint-Maria-Oudenhove,Sint-Maria-Oudenhove
Sint-Maria-Oudenhove,Audenhove-Sainte-Marie
Sint-Maria-Oudenhove,Sint-Maria-Oudenhove
Sint-Maria-Oudenhove,Audenhove-Sainte-Marie
Sint-Maria-Oudenhove,Sint-Maria-Oudenhove
Sint-Martens-Bodegem,Bodegnem-Saint-Martin
Sint-Martens-Bodegem,Bodeghem-Saint-Martin
Sint-Martens-Bodegem,Sint-Martens-Bodegem
SINT-MARTENS-LATEM,سن-مرتان-لتم
SINT-MARTENS-LATEM,sn-mrtan-ltm
SINT-MARTENS-LATEM,Sint-Martens-Laethem
SINT-MARTENS-LATEM,Sint-Martens-Latem
SINT-MARTENS-LATEM,Синт Мартенс Латем
SINT-MARTENS-LATEM,sheng ma er teng si-la te mu
SINT-MARTENS-LATEM,Laethem-Saint-Martin
SINT-MARTENS-LATEM,圣马尔滕斯-拉特姆
SINT-MARTENS-LATEM,Sint Martens Latem
SINT-MARTENS-LATEM,Синт-Мартенс-Латем
SINT-MARTENS-LATEM,SINT-MARTENS-LATEM
Sint-Martens-Leerne,Leerne-Saint-Martin
Sint-Martens-Leerne,Sint-Martens-Leerne
Sint-Martens-Lennik,Lennick-Saint-Martin
Sint-Martens-Lennik,Sint-Martens-Lennik
Sint-Martens-Lennik,Lennik (Sint-Martens-Lennik)
Sint-Martens-Lierde,Lierde-Saint-Martin
Sint-Martens-Lierde,Sint-Martens-Lierde
Sint-Martens-Voeren,Sint-Martens-Voeren
Sint-Martens-Voeren,Voeren (Sint-Martens-Voeren)
Sint-Martens-Voeren,Fourons (Fouron-Saint-Martin)
Sint-Martens-Voeren,Fouron-Saint-Martin
Sint-Michiels,Saint-Michel-lez-Bruges
Sint-Michiels,Sint-Michiels
Sint-Michiels,Saint-Michel
SINT-NIKLAAS,Saint-Nicolas
SINT-NIKLAAS,Sint-Niklaas
SINT-NIKLAAS,SINT-NIKLAAS
SINT-NIKLAAS,Saint-Nicolas
SINT-NIKLAAS,Sint-Niklaas
Sint-Pauwels,Saint-Paul
Sint-Pauwels,Sint-Pauwels
Sint-Pieters-Kapelle (Vlaams-Brabant),Sint-Pieters-Kapelle (Vlaams-Brabant)
Sint-Pieters-Kapelle (Vlaams-Brabant),Saint-Pierre-Capelle
Sint-Pieters-Kapelle (Vlaams-Brabant),Saint-Pierre-Cappelle
Sint-Pieters-Kapelle (Vlaams-Brabant),Sint-Pieters-Kapelle
Sint-Pieters-Kapelle (West-Vlaanderen),Sint-Pieterskapel
Sint-Pieters-Kapelle (West-Vlaanderen),Sint-Pieters-Kapelle
Sint-Pieters-Kapelle (West-Vlaanderen),Sint Peeterskapel
Sint-Pieters-Kapelle (West-Vlaanderen),Sint-Peterskapel
Sint-Pieters-Kapelle (West-Vlaanderen),Sint-Pieters-Kapelle (West-Vlaanderen)
SINT-PIETERS-LEEUW,Син Питерс Леув
SINT-PIETERS-LEEUW,Синт-Питерс-Леув
SINT-PIETERS-LEEUW,سن-پیوته-لئو
SINT-PIETERS-LEEUW,Sint-Piters-Leuv
SINT-PIETERS-LEEUW,sn-pywth-lyw
SINT-PIETERS-LEEUW,Leeuw-Saint-Pierre
SINT-PIETERS-LEEUW,Sin Piters Leuv
SINT-PIETERS-LEEUW,Синт Пийтерс Леу
SINT-PIETERS-LEEUW,Sint-Pieters-Leeuw
SINT-PIETERS-LEEUW,Ieus
SINT-PIETERS-LEEUW,Sint Pijters Leu
SINT-PIETERS-LEEUW,圣彼得斯-莱乌
SINT-PIETERS-LEEUW,sheng bi de si-lai wu
SINT-PIETERS-LEEUW,SINT-PIETERS-LEEUW
Sint-Pieters-Rode,Sint-Pieters-Rode
Sint-Pieters-Rode,Rhode-Saint-Pierre
Sint-Pieters-Voeren,Voeren (Sint-Pieters-Voeren)
Sint-Pieters-Voeren,Sint-Pieters-Voeren
Sint-Pieters-Voeren,Fourons (Fouron-Saint-Pierre)
Sint-Pieters-Voeren,Fouron-Saint-Pierre
Sint-Rijkers,Sint-Rijkers
Sint-Rijkers,Saint-Ricquiers
Sint-Stevens-Woluwe,Woluwe-Saint-Étienne
Sint-Stevens-Woluwe,Sint-Stevens-Woluwe
Sint-Stevens-Woluwe,Woluwe-Saint-Etienne
Sint-Stevens-Woluwe,Zaventem (Sint-Stevens-Woluwe)
SINT-TRUIDEN,Oppidum Sancti Trudonis
SINT-TRUIDEN,Sint Treidens
SINT-TRUIDEN,Sinttreidena
SINT-TRUIDEN,sant trwnd
SINT-TRUIDEN,sinteuteulawideon
SINT-TRUIDEN,신트트라위던
SINT-TRUIDEN,shinto=toroiden
SINT-TRUIDEN,ซินต์-ทรอยเดน
SINT-TRUIDEN,sint-tery dein
SINT-TRUIDEN,EBST
SINT-TRUIDEN,シント＝トロイデン
SINT-TRUIDEN,Sint-Trond
SINT-TRUIDEN,Синт Тројден
SINT-TRUIDEN,سن‌روئیدان
SINT-TRUIDEN,Sent-Trueden
SINT-TRUIDEN,Sint Treidenas
SINT-TRUIDEN,Sint-Trjojden
SINT-TRUIDEN,Сінт-Трейден
SINT-TRUIDEN,Sint-Trejden
SINT-TRUIDEN,سنت ترویدن
SINT-TRUIDEN,Gorad Sankt-Trond
SINT-TRUIDEN,Синт-Трюйден
SINT-TRUIDEN,Saint-Trond
SINT-TRUIDEN,圣特雷登
SINT-TRUIDEN,Sint-Truiden
SINT-TRUIDEN,sheng te lei deng
SINT-TRUIDEN,snt trwydn
SINT-TRUIDEN,Sintruin
SINT-TRUIDEN,سانت تروند
SINT-TRUIDEN,Sint-Trjujden
SINT-TRUIDEN,SINT-TRUIDEN
SINT-TRUIDEN,Синт Тройден
SINT-TRUIDEN,Sint Trojden
SINT-TRUIDEN,Sint Truijen
SINT-TRUIDEN,sint-thrx y den
SINT-TRUIDEN,Горад Санкт-Тронд
SINT-TRUIDEN,Синт-Трёйден
SINT-TRUIDEN,ซินต์-เตรยเดิน
SINT-TRUIDEN,Sint-Truudn
SINT-TRUIDEN,Sent-Trüden
Sint-Ulriks-Kapelle,Cappelle-Saint-Ulric
Sint-Ulriks-Kapelle,Sint-Ulriks-Kapelle
Sint-Ulriks-Kapelle,Dilbeek (Sint-Ulriks-Kapelle)
Sint-Ulriks-Kapelle,Chapelle-Saint-Ulric
Sippenaeken,Plombières (Sippenaeken)
Sippenaeken,Sippenaeken
Sippenaeken,Plombieres (Sippenaeken)
Sirault,Sirault
Sivry,Sivry
Sivry,Sivry-Rance (Sivry)
SIVRY-RANCE,SIVRY-RANCE
SIVRY-RANCE,سیوری-رانس
SIVRY-RANCE,Sivry-Rance
SIVRY-RANCE,Сиври-Ранс
SIVRY-RANCE,Chevri-Rance
SIVRY-RANCE,Sivri-Rans
SIVRY-RANCE,sywry-rans
Sleidinge,Sleidinge
Sleidinge,Sleydinge
Slijpe,Slype
Slijpe,Slijpe
Slins,Slins
Sluizen,Sluse
Sluizen,Sluizen
Sluizen,Tongeren (Sluizen)
Smeerebbe-Vloerzegem,Smeerebbe-Vloerzegem
Smeerebbe-Vloerzegem,Smeerhebbe-Vloersegem
Smetlede,Smetlede
Smuid,Smuid
Snaaskerke,Snaaskerke
Snaaskerke,Snaeskerke
Snellegem,Snelleghem
Snellegem,Smellegem
Snellegem,Snellegem
Soheit-Tinlot,Tinlot (Soheit-Tinlot)
Soheit-Tinlot,Soheit-Tinlot
Sohier,Sohier
SOIGNIES,Zinnik
SOIGNIES,Soignies
SOIGNIES,Soignies
SOIGNIES,Zinnik
SOIGNIES,SOIGNIES
Soiron,Soiron
Solre-Saint-Géry,Beaumont (Solre-Saint-Gery)
Solre-Saint-Géry,Beaumont (Solre-Saint-Géry)
Solre-Saint-Géry,Solre-Saint-Gery
Solre-Saint-Géry,Solre-Saint-Géry
Solre-sur-Sambre,Erquelinnes (Solre-sur-Sambre)
Solre-sur-Sambre,Solre-sur-Sambre
SOMBREFFE,swmbrf
SOMBREFFE,Сомбреф
SOMBREFFE,SOMBREFFE
SOMBREFFE,松布雷夫
SOMBREFFE,song bu lei fu
SOMBREFFE,سومبرف
SOMBREFFE,Sombreffe
SOMBREFFE,Sombrefe
SOMBREFFE,Sombref
SOMME-LEUZE,Some-Leuze
SOMME-LEUZE,SOMME-LEUZE
SOMME-LEUZE,Som-Ljoz
SOMME-LEUZE,swm-lwz
SOMME-LEUZE,سوم-لوز
SOMME-LEUZE,Сом-Лёз
SOMME-LEUZE,Сом Льоз
SOMME-LEUZE,Somme-Leuze
SOMME-LEUZE,suo mu-lei ci
SOMME-LEUZE,Som L'oz
SOMME-LEUZE,索姆－勒兹
Sommethonne,Sommethonne
Sommière,Onhaye (Sommiere)
Sommière,Onhaye (Sommière)
Sommière,Sommiere
Sommière,Sommière
Somzée,Somzee
Somzée,Somzée
Sorée,Soree
Sorée,Gesves (Soree)
Sorée,Gesves (Sorée)
Sorée,Sorée
Sorinne-la-Longue,Sorinne-la-Longue
Sorinnes,Sorinnes
Sorinnes,Sorinne
Sosoye,Sosoye
Sosoye,Anhee (Sosoye)
Sosoye,Anhée (Sosoye)
Sougné-Remouchamps,Aywaille (Sougne-Remouchamps)
Sougné-Remouchamps,Aywaille (Sougné-Remouchamps)
Sougné-Remouchamps,Sougne-Remouchamps
Sougné-Remouchamps,Sougné-Remouchamps
Soulme,Soulme
SOUMAGNE,Suman
SOUMAGNE,SOUMAGNE
SOUMAGNE,苏马涅
SOUMAGNE,Soumagne
SOUMAGNE,Soûmagne
SOUMAGNE,swmny
SOUMAGNE,Суман
SOUMAGNE,Сумань
SOUMAGNE,سومنی
SOUMAGNE,Suman'
SOUMAGNE,su ma nie
Soumoy,Soumoy
Souvret,Courcelles (Souvret)
Souvret,Souvret
Sovet,Sovet
Sovet,Ciney (Sovet)
Soy,Soy
Soye,Floreffe (Soye)
Soye,Soye
SPA,Սպա
SPA,Спа
SPA,Spa vald
SPA,سپه
SPA,Spa
SPA,supa
SPA,SPA
SPA,Горад Спа
SPA,Spa La Sauvehiece
SPA,Spå
SPA,s pa
SPA,sph
SPA,斯帕
SPA,Gorad Spa
SPA,seupa
SPA,스파
SPA,สปา
SPA,Σπα
SPA,ספא
SPA,Aquae Spadanae
SPA,スパ
SPA,si pa
Spalbeek,Spalbeek
Spalbeek,Hasselt (Spalbeek)
Spermalie,Spermaillie
Spermalie,Spermalie
Spiennes,Spiennes
Spiere,Espierres
Spiere,Grande Espierres
Spiere,Spiere
SPIERE-HELKIJN,Spijre-Khelkejn
SPIERE-HELKIJN,斯皮雷-赫尔凯因
SPIERE-HELKIJN,si pi lei-he er kai yin
SPIERE-HELKIJN,سپیر-الکنژ
SPIERE-HELKIJN,SPIERE-HELKIJN
SPIERE-HELKIJN,Espierres-Helchin
SPIERE-HELKIJN,Spiere-Helkijn
SPIERE-HELKIJN,Spiere-Elkyng
SPIERE-HELKIJN,Спийре-Хелкейн
SPIERE-HELKIJN,spyr-alknzh
Spontin,Spontin
Spontin,Yvoir (Spontin)
Spouwen,Bilzen (Grote-Spouwen)
Spouwen,Grote-Spouwen
Spouwen,Spouwen
Spouwen,Groote-Spouwen
Spouwen,Grand-Spauwen
SPRIMONT,Sprimont
SPRIMONT,Sprimon
SPRIMONT,si pu li meng
SPRIMONT,SPRIMONT
SPRIMONT,spyrmwn
SPRIMONT,斯普里蒙
SPRIMONT,Спримон
SPRIMONT,سپیرمون
Spy,Spy
Spy,Jemeppe-sur-Sambre (Spy)
STABROEK,stbrwyk
STABROEK,ستبروئک
STABROEK,Stabroek
STABROEK,Стабрук
STABROEK,Stabroeck
STABROEK,STABROEK
STABROEK,si ta bu lu ke
STABROEK,Stabruk
STABROEK,斯塔布鲁克
STADEN,Stoan
STADEN,ستدان
STADEN,Стаден
STADEN,stdan
STADEN,si ta deng
STADEN,STADEN
STADEN,斯塔登
STADEN,Staden
Stalhille,Stalhille
Stambruges,Stambruges
Stave,Stave
Stave,Mettet (Stave)
Stavele,Stavele
STAVELOT,Ставело
STAVELOT,Stavleu
STAVELOT,Ståvleu
STAVELOT,si ta wo luo
STAVELOT,Stavelot
STAVELOT,Stavlo
STAVELOT,Ставло
STAVELOT,斯塔沃洛
STAVELOT,ستوولو
STAVELOT,STAVELOT
STAVELOT,Stablo
STAVELOT,Stavelo
STAVELOT,stafylw
STAVELOT,stwwlw
STAVELOT,ستافيلو
Steendorp,Steendorp
Steenhuffel,Steenhuffel
Steenhuffel,Steenhussel
Steenhuize-Wijnhuize,Steenhuize-Wijnhuize
Steenhuize-Wijnhuize,Steenhuyze-Wynhuyze
Steenkerke,Steenkerke
Steenkerque,Steenkerque
Steenkerque,Steenkerke
STEENOKKERZEEL,Stenokerzel
STEENOKKERZEEL,Стенокерзел
STEENOKKERZEEL,STEENOKKERZEEL
STEENOKKERZEEL,Steenokkerzeel
STEENOKKERZEEL,Steen-Ockerzeel
STEENOKKERZEEL,斯滕奥克尔泽尔
STEENOKKERZEEL,si teng ao ke er ze er
STEKENE,斯泰克讷
STEKENE,stwkn
STEKENE,Стекене
STEKENE,si tai ke ne
STEKENE,Stekene
STEKENE,STEKENE
STEKENE,ستوکن
Stembert,Stembert
Stembert,Stemberg
Stembert,Stembert
Stembert,Stemberg
Stene,Steene
Stene,Stene
Sterrebeek,Zaventem (Sterrebeek)
Sterrebeek,Sterrebeek
Stevoort,Stevoort
Stevoort,Hasselt (Stevoort)
Stokkem,Stokkem
Stokkem,Dilsen-Stokkem (Stokkem)
Stokkem,Stockheim
Stokrooie,Stockroye
Stokrooie,Hasselt (Stokrooie)
Stokrooie,Stokrooie
STOUMONT,si tu meng
STOUMONT,斯图蒙
STOUMONT,STOUMONT
STOUMONT,Staumont
STOUMONT,Stumon
STOUMONT,stwmwn
STOUMONT,ستومون
STOUMONT,Стумон
STOUMONT,Stoumont
Straimont,Straimont
Strée,Beaumont (Stree)
Strée,Stree
Strée,Beaumont (Strée)
Strée,Strée
Strée,Beaumont (Stree)
Strée,Stree
Strée,Beaumont (Strée)
Strée,Strée
Strépy-Bracquegnies,Strepy-Bracquegnies
Strépy-Bracquegnies,Strépy
Strépy-Bracquegnies,Strépy-Bracquegnies
Strépy-Bracquegnies,Strepy
Strijpen,Strijpen
Strijpen,Strypen
Strijtem,Strijtem
Strijtem,Strythem
Strombeek-Bever,Grimbergen (Strombeek-Bever)
Strombeek-Bever,Strombeek
Strombeek-Bever,Strombeek-Bever
Stuivekenskerke,Stuyvekenskerke
Stuivekenskerke,Stuivekenskerke
Suarlée,Suarlee
Suarlée,Suarlée
Sugny,Sugny
Sugny,Vresse-sur-Semois (Sugny)
Surice,Surice
Suxy,Suxy
Tailles,Houffalize (Tailles)
Tailles,Tailles
Taintignies,Taintignies
Tamines,Sambreville (Tamines)
Tamines,Tamines
Tarcienne,Walcourt (Tarcienne)
Tarcienne,Tarcienne
Tavier,Anthisnes (Tavier)
Tavier,Tavier
Taviers,Eghezee (Taviers)
Taviers,Éghezée (Taviers)
Taviers,Taviers
Tavigny,Houffalize (Tavigny)
Tavigny,Tavigny
TELLIN,TELLIN
TELLIN,Tellen
TELLIN,tai lan
TELLIN,tln
TELLIN,Телен
TELLIN,Теллен
TELLIN,Telen
TELLIN,تلن
TELLIN,泰兰
TELLIN,Telin
TELLIN,Tellin
TELLIN,Tellini vald
Templeuve,Templeuve
Temploux,Namur (Temploux)
Temploux,Temploux
TEMSE,Temse
TEMSE,Temsche
TEMSE,te mu sai
TEMSE,tams
TEMSE,Tamsch
TEMSE,特姆塞
TEMSE,Tamise
TEMSE,Темсе
TEMSE,تامس
TEMSE,TEMSE
TEMSE,Tamse
TENNEVILLE,Tenvil'
TENNEVILLE,تونو ویل
TENNEVILLE,Tenvil
TENNEVILLE,twnw wyl
TENNEVILLE,Тенвил
TENNEVILLE,泰讷维尔
TENNEVILLE,tai ne wei er
TENNEVILLE,Тенвиль
TENNEVILLE,TENNEVILLE
TENNEVILLE,Tennevillei vald
TENNEVILLE,Tenneville
TENNEVILLE,Tiniveye
Teralfene,Teralphene
Teralfene,Teralfene
Terhagen,'t Hof ter Haagen
Terhagen,Terhagen
Terhagen,Terhaagen
Terhagen,Terhaegen
Terhagen,’t Hof ter Haagen
Termes,Termes
TERNAT,te er na te
TERNAT,特尔纳特
TERNAT,Ternath
TERNAT,TERNAT
TERNAT,Ternat
TERNAT,Тернат
TERNAT,ترنه
TERNAT,trnh
Tertre,Tetre
Tertre,Tertre
TERVUREN,Тервюрен
TERVUREN,trwwran
TERVUREN,Тервьорен
TERVUREN,Tervjuren
TERVUREN,ترووران
TERVUREN,Terv'oren
TERVUREN,te er fei lun
TERVUREN,TERVUREN
TERVUREN,Tervueren
TERVUREN,特尔菲伦
TERVUREN,Tervuren
Terwagne,Terwagne
TESSENDERLO,theis seinde xrlo
TESSENDERLO,تساندرلو
TESSENDERLO,เทิสเซินเดอร์โล
TESSENDERLO,teseondeleullo
TESSENDERLO,Loei
TESSENDERLO,tai sen de luo
TESSENDERLO,Tesenderlo
TESSENDERLO,TESSENDERLO
TESSENDERLO,Tessenderloo
TESSENDERLO,泰森德洛
TESSENDERLO,tsandrlw
TESSENDERLO,Tessenderlo
TESSENDERLO,Тесендерло
TESSENDERLO,테선데를로
Testelt,Testelt
Testelt,Scherpenheuvel-Zichem (Testelt)
Teuven,Teuven
Teuven,Voeren (Teuven)
THEUX,特镇
THEUX,Thieux
THEUX,tw
THEUX,Theux
THEUX,Тьо
THEUX,Teu
THEUX,THEUX
THEUX,Tjo
THEUX,T'o
THEUX,te zhen
THEUX,تو
THEUX,Тё
Thiaumont,Thiaumont
Thieu,Thieu
Thieulain,Thieulain
Thieusies,Thieusies
Thiméon,Thiméon
Thiméon,Thimeon
Thiméon,Tintia Ruisseau
Thiméon,Le Thimeon
Thiméon,Pont-a-Celles (Thimeon)
Thiméon,Le Thiméon
Thiméon,Pont-à-Celles (Thiméon)
Thimister,Thimister
Thimister,Thimister-Clermont (Thimister)
THIMISTER-CLERMONT,Thimister-Clermont
THIMISTER-CLERMONT,tymysth-klrmwn
THIMISTER-CLERMONT,Timister-Klermon
THIMISTER-CLERMONT,Тимистер-Клермон
THIMISTER-CLERMONT,蒂米斯特尔—克勒尔蒙
THIMISTER-CLERMONT,THIMISTER-CLERMONT
THIMISTER-CLERMONT,Timister-Clairmont
THIMISTER-CLERMONT,تیمیسته-کلرمون
Thimougies,Thimougies
Thines,La Thines Ruisseau
Thines,Thines
Thines,Nivelles (Thines)
Thines,Thisnes
Thirimont,Beaumont (Thirimont)
Thirimont,Thirimont
Thisnes,La Thines Ruisseau
Thisnes,Thines
Thisnes,Nivelles (Thines)
Thisnes,Thisnes
Thommen,Thommen
Thon,Le Samson
Thon,Thon
Thon,Samson
Thon,Thon-Samson
Thorembais-les-Béguines,Thorembais-les-Béguines
Thorembais-les-Béguines,Perwez (Thorembais-les-Beguines)
Thorembais-les-Béguines,Perwez (Thorembais-les-Béguines)
Thorembais-les-Béguines,Thorembais-les-Beguines
Thorembais-Saint-Trond,Thorembais-Saint-Trond
Thoricourt,Thoricourt
Thuillies,Thuin (Thuillies)
Thuillies,Thuillies
THUIN,Thuin
THUIN,Thuin
THUIN,Thuin
THUIN,THUIN
Thulin,Thulin
Thumaide,Thumaide
Thy-le-Bauduin,Thy-le-Bauduin
Thy-le-Château,Walcourt (Thy-le-Chateau)
Thy-le-Château,Thy-le-Château
Thy-le-Château,Walcourt (Thy-le-Château)
Thy-le-Château,Thy-le-Chateau
Thynes,Dinant (Thynes)
Thynes,Thynes
Thys,Thys
Tiegem,Tiegem
Tiegem,Tieghem
Tielen,Tielen
Tielen,Kasterlee (Tielen)
Tielen,Thielen
Tielrode,Thielrode
Tielrode,Tielrode
TIELT,Tielt
TIELT,TIELT
TIELT,Tielt
TIELT,Tielt
TIELT-WINGE,Tielt-Winge
TIELT-WINGE,TIELT-WINGE
TIENEN,di nen
TIENEN,Thenae
TIENEN,Tienen
TIENEN,تیئنان
TIENEN,Tijnen
TIENEN,Tinen
TIENEN,tyynan
TIENEN,Тийнен
TIENEN,Тинен
TIENEN,蒂嫩
TIENEN,Tirlemont
TIENEN,TIENEN
TIENEN,Thienen
Tignée,Tignee
Tignée,Soumagne (Tignée)
Tignée,Soumagne (Tignee)
Tignée,Tignée
Tihange,Tihange
Tihange,Huy (Tihange)
Tildonk,Thildonck
Tildonk,Tildonk
Tildonk,Haacht  (Tildonk)
Tildonk,Thildonk
Tilff,Esneux (Tilff)
Tilff,Tilff
Tillet,Tillet
Tilleur,Saint-Nicolas (Tilleur)
Tilleur,Tilleur
Tillier,Fernelmont (Tillier)
Tillier,Tillier
Tilly,Tilly
Tilly,Villers-la-Ville (Tilly)
TINLOT,tan luo
TINLOT,tnlw
TINLOT,تنلو
TINLOT,TINLOT
TINLOT,Tinlot
TINLOT,Тенло
TINLOT,Tinlot vald
TINLOT,坦洛
TINLOT,Tenlo
Tintange,Tintange
TINTIGNY,Тентиньи
TINTIGNY,TINTIGNY
TINTIGNY,Tentini
TINTIGNY,Тентини
TINTIGNY,坦蒂尼
TINTIGNY,tan di ni
TINTIGNY,تنتینی
TINTIGNY,tntyny
TINTIGNY,Tintigny
TINTIGNY,Tentin'i
Tisselt,Thisselt
Tisselt,Tisselt
Toernich,Toernich
Tohogne,Tohogne
Tollembeek,Thollembeek
Tollembeek,Tollembeek
Tollembeek,Galmaarden (Tollembeek)
TONGEREN,tong-eleon
TONGEREN,tnzhran
TONGEREN,Gorad Tongerehn
TONGEREN,تنژران
TONGEREN,Tongerenas
TONGEREN,Tongeren
TONGEREN,Tungro
TONGEREN,Тонгерен
TONGEREN,tong e lun
TONGEREN,โตงเงอเริน
TONGEREN,tonheren
TONGEREN,Горад Тонгерэн
TONGEREN,Tóngere
TONGEREN,tongngexrein
TONGEREN,Atuatuca Tungrorum
TONGEREN,Toungern
TONGEREN,Tongere
TONGEREN,Tongres
TONGEREN,TONGEREN
TONGEREN,通厄伦
TONGEREN,トンヘレン
TONGEREN,통에런
TONGEREN,Tongern
Tongerlo,Tongerlo
Tongerlo,Westerlo (Tongerlo)
Tongerlo,Tongerloo
Tongerlo,Tongerlo
Tongerlo,Westerlo (Tongerlo)
Tongerlo,Tongerloo
Tongre-Notre-Dame,Tongres-Notre-Dame
Tongre-Notre-Dame,Tongre-Notre-Dame
Tongre-Saint-Martin,Tongres-Saint-Martin
Tongre-Saint-Martin,Tongre-Saint-Martin
Tongrinne,Tongrinne
Tongrinne,Sombreffe (Tongrinne)
Tontelange,Tontelange
Torgny,Torgny
TORHOUT,TORHOUT
TORHOUT,Torkhout
TORHOUT,Turholt
TORHOUT,Торхоут
TORHOUT,tuo er hao te
TORHOUT,Thourout
TORHOUT,Toeroet
TORHOUT,Torhout
TORHOUT,托尔豪特
TORHOUT,ترو
TORHOUT,trw
TORHOUT,Торхаут
TORHOUT,Torkhaut
Tourinne,Tourinne
Tourinne,Braives (Tourinne)
Tourinnes-la-Grosse,Beauvechain (Tourinnes-la-Grosse)
Tourinnes-la-Grosse,Tourinnes-la-Grosse
Tourinnes-Saint-Lambert,Tourinnes-Saint-Lambert
Tourinnes-Saint-Lambert,Walhain (Tourinnes-Saint-Lambert)
TOURNAI,TOURNAI
TOURNAI,Doornik
TOURNAI,Doornik
TOURNAI,Tournai
TOURNAI,Tournai
Tournay,tu er nai
Tournay,shhrstan twrnh
Tournay,twrnay
Tournay,Tournai
Tournay,ZGQ
Tournay,Turnacum
Tournay,Arondisamant Tournai
Tournay,Turnė
Tournay,Τουρναί
Tournay,Doornyk
Tournay,شهرستان تورنه
Tournay,twrnh
Tournay,di Tournai
Tournay,Tornai
Tournay,تورنه
Tournay,tu er nai qu
Tournay,图尔奈
Tournay,Doornik
Tournay,Tournai
Tournay,to~urune
Tournay,Tournai
Tournay,tuleune
Tournay,טורנה
Tournay,Турне
Tournay,Tournai ringkond
Tournay,Bezirk Tournai
Tournay,圖爾奈區
Tournay,투르네
Tournay,Tournay
Tournay,トゥルネー
Tournay,ตูร์แน
Tournay,Doornik
Tournay,Tournai
Tournay,تورناي
Tournay,Turne
Tourpes,Tourpes
Transinne,Transinne
Trazegnies,Courcelles (Trazegnies)
Trazegnies,Trazegnies
Treignes,Viroinval (Treignes)
Treignes,Treignes
Trembleur,Trembleur
TREMELO,te lei mei luo
TREMELO,Tremelo
TREMELO,trwmwlw
TREMELO,ترومولو
TREMELO,特雷梅洛
TREMELO,TREMELO
TREMELO,Тремело
TREMELO,Tremeloo
Trivières,Trivières
Trivières,Trivieres
Trognée,Trognee
Trognée,Trognée
Trognée,Truielingen
TROIS-PONTS,Trois Ponts
TROIS-PONTS,Trua-Pon
TROIS-PONTS,Trois-Ponts
TROIS-PONTS,Troa Pon
TROIS-PONTS,Троа Пон
TROIS-PONTS,Труа-Пон
TROIS-PONTS,te lu wa peng
TROIS-PONTS,TROIS-PONTS
TROIS-PONTS,تروآ-پون
TROIS-PONTS,特鲁瓦蓬
TROIS-PONTS,trwa-pwn
TROOZ,特羅
TROOZ,Li Trô
TROOZ,تروز
TROOZ,te luo
TROOZ,Троз
TROOZ,trwz
TROOZ,Li Tro
TROOZ,Troo
TROOZ,Trooz
TROOZ,TROOZ
TROOZ,Troz
TROOZ,Троо
TUBIZE,Tubize
TUBIZE,Тюбиз
TUBIZE,튀비즈
TUBIZE,Tiubizas
TUBIZE,Tubeke
TUBIZE,di bi ci
TUBIZE,TUBIZE
TUBIZE,Tjubiz
TUBIZE,蒂比兹
TUBIZE,twbyz
TUBIZE,twibijeu
TUBIZE,توبيز
TUBIZE,توبیز
TURNHOUT,Turnhout
TURNHOUT,Turnhout
TURNHOUT,Hogeschool Antwerpen / Industriele Wetenschappen En Technologie - Campus Blairon
TURNHOUT,TURNHOUT
TURNHOUT,Hogeschool Antwerpen / Industriële Wetenschappen En Technologie - Campus Blairon
UCCLE,Bruxelles (Uccle)
UCCLE,UCCLE
UCCLE,Юкел
UCCLE,于克勒
UCCLE,위클
UCCLE,wikeul
UCCLE,ikuru
UCCLE,Укел
UCCLE,อุกล์
UCCLE,Jukel
UCCLE,Uccle/Ukkel
UCCLE,Уккел
UCCLE,yu ke lei
UCCLE,Uccle
UCCLE,xu kl
UCCLE,Ukel
UCCLE,Uccla
UCCLE,Uccle-Ukkel
UCCLE,Brussel (Ukkel)
UCCLE,اوکل
UCCLE,awkl
UCCLE,Ukkel
UCCLE,イクル
Ucimont,Ucimont
Uikhoven,Uikhoven
Uikhoven,Uykhoven
Uitbergen,Uytbergen
Uitbergen,Uitbergen
Uitkerke,Uitkerke
Uitkerke,Uytkerke
Ulbeek,Wellen (Ulbeek)
Ulbeek,Ulbeek
Upigny,Éghezée (Upigny)
Upigny,Upigny
Upigny,Eghezee (Upigny)
Ursel,Ursel
Vaalbeek,Vaalbeek
Vaalbeek,Vaelbeek
Vaalbeek,Oud-Heverlee (Vaalbeek)
Val-Meer,Fall-et-Mheer
Val-Meer,Val
Val-Meer,Fall
Val-Meer,Val-Meer
Vance,Etalle (Vance)
Vance,Étalle (Vance)
Vance,Vance
Varendonk,Varendonk
Varendonk,Laakdal (Varendonk)
Varendonk,Vaerendonck
Varsenare,Varssenaere
Varsenare,Varsenare
Vaucelles,Doische (Vaucelles)
Vaucelles,Vaucelles
Vaulx,Vaulx-lez-Tournai
Vaulx,Vaulx
Vaulx,Vaulx-lez-Tournai
Vaulx,Vaulx
Vaux-Chavanne,Vaux-Chavanne
Vaux-et-Borset,Villers-le-Bouillet (Vaux-et-Borset)
Vaux-et-Borset,Vaux-et-Borset
Vaux-lez-Rosières,Vaux-lez-Rosieres
Vaux-lez-Rosières,Vaux-sur-Sure (Vaux-lez-Rosieres)
Vaux-lez-Rosières,Vaux-sur-Sûre (Vaux-lez-Rosières)
Vaux-lez-Rosières,Vaux-lez-Rosières
