#,prenoms,Aantal in België,Aantal in Vlaanderen,Aantal in Wallonië,Aantal in Brussel
15163,Jerke,17,17,0,0
15164,Jento,17,17,0,0
15165,Nitin,17,9,2,6
15166,Jent,17,17,0,0
15167,Jellert,17,17,0,0
15168,Jarrid,17,17,0,0
15169,Adin,17,8,7,2
15170,Gyan,17,17,0,0
15171,Gianno,17,17,0,0
15172,Ewaut,17,17,0,0
15173,Merveille,17,8,3,6
15174,Denijs,17,17,0,0
15175,Cederique,17,17,0,0
15176,Braam,17,17,0,0
15177,Benten,17,17,0,0
15178,Andert,17,17,0,0
15179,Kouakou,17,4,7,6
15180,Korab,17,7,4,6
15181,Kabir,17,10,0,6
15182,Nahim,17,4,8,5
15183,Fran,17,9,2,6
15184,Kemalettin,17,5,8,4
15185,Doudou,17,7,4,6
15186,Delfim,17,5,6,6
15187,Claes,17,6,5,6
15188,Camal,17,6,5,6
15189,Bachar,17,7,4,6
15190,Aria,17,10,0,6
15191,Bi,17,4,8,5
15192,Aïmen,17,8,4,6
15193,Zola,17,3,7,7
15194,Aleksy,17,4,8,5
15195,Adriel,17,3,8,6
15196,Yonis,17,7,9,0
15197,Stanislao,17,4,9,4
15198,Solayman,17,4,6,7
15199,Seppo,17,10,0,7
15200,Rahal,17,5,9,3
15201,Saaid,17,8,2,7
15202,Redon,17,9,0,7
15203,Kossivi,17,4,9,4
15204,Kaël,17,6,9,4
15205,Nektarios,17,7,3,7
15206,Horatio,17,8,9,0
15207,M'Feddal,17,8,2,7
15208,Florindo,17,6,9,2
15209,Kurtulus,17,7,3,7
15210,Hossin,17,6,4,7
15211,Gennady,17,6,4,7
15212,Einar,17,10,0,7
15213,Zaccharia,17,2,10,5
15214,Rodrick,17,6,10,0
15215,Antonis,17,7,3,7
15216,Aki,17,7,3,7
15217,Marinko,17,5,10,2
15218,Keylian,17,5,10,2
15219,Ersen,17,6,10,0
15220,Cristos,17,2,10,5
15221,Nuredin,17,3,6,8
15222,Mortimer,17,2,7,8
15223,Moctar,17,5,4,8
15224,Vladimiro,17,0,11,5
15225,Lam,17,4,5,8
15226,Kan,17,7,2,8
15227,Garo,17,6,3,8
15228,Fathallah,17,4,5,8
15229,Jean-Roger,17,5,11,0
15230,Elion,17,6,3,8
15231,Gianmarco,17,2,11,4
15232,Chadli,17,4,5,8
15233,Assan,17,4,5,8
15234,Anisse,17,2,7,8
15235,Abderrezak,17,3,6,8
15236,Abdelsamad,17,5,4,8
15237,Viacheslav,17,6,2,9
15238,Vasyl,17,6,2,9
15239,Truong,17,2,6,9
15240,Télesphore,17,8,12,3
15241,Saikou,17,7,0,9
15242,Rouchdi,17,8,0,9
15243,Myke,17,5,12,0
15244,Lauri,17,7,0,9
15245,Kasem,17,5,3,9
15246,Faride,17,4,12,0
15247,Charlélie,17,0,12,4
15248,Pasqual,17,3,13,0
15249,Abdel-Illah,17,4,4,9
15250,Waheed,17,7,0,10
15251,Handy,17,3,13,0
15252,Eloan,17,2,13,2
15253,Carmelino,17,4,13,0
15254,Alexio,17,3,13,0
15255,Yoland,17,3,14,0
15256,Victor-Emmanuel,17,3,14,0
15257,Thiebault,17,3,14,0
15258,Himad,17,3,4,10
15259,Florinel,17,5,2,10
15260,Liberato,17,2,14,0
15261,Bousselham,17,4,3,10
15262,Bassel,17,6,0,10
15263,Illario,17,3,14,0
15264,Hugue,17,0,14,3
15265,Gasparino,17,3,14,0
15266,Enrick,17,2,14,0
15267,Ugolin,17,2,15,0
15268,Thimoté,17,2,15,0
15269,Krys,17,0,15,0
15270,Henri-François,17,0,15,2
15271,Giusto,17,0,15,2
15272,Erdinch,17,6,0,11
15273,Djordan,17,0,15,2
15274,Alfonzo,17,0,15,0
15275,Valérien,17,0,16,0
15276,Nicolaie,17,2,3,12
15277,Niccolo,17,5,0,12
15278,Zoubair,17,4,0,13
15279,Mitica,17,2,2,13
15280,Josep,17,2,2,13
15281,Solina,16,9,4,3
15282,Hevin,16,9,4,3
15283,Yuksel,16,10,3,3
15284,Sabrija,16,10,3,3
15285,Farideh,16,9,4,3
15286,Farahnaz,16,9,4,3
15287,Pushpa,16,10,4,2
15288,Yuan,16,10,5,0
15289,Wardia,16,8,5,3
15290,Kausar,16,10,3,3
15291,Edlira,16,10,3,3
15292,Chanice,16,10,4,2
15293,Bajramsa,16,10,4,2
15294,Armandina,16,10,4,2
15295,Adna,16,10,4,2
15296,Ülker,16,11,2,3
15297,Willow,16,11,2,3
15298,Verginia,16,11,3,2
15299,Sedanur,16,11,5,0
15300,Minodora,16,9,5,2
15301,Nerissa,16,11,2,3
15302,Mechtild,16,11,2,3
15303,Zerda,16,10,2,4
15304,Margerita,16,10,5,0
15305,Xhevahire,16,7,5,4
15306,Malissa,16,9,5,2
15307,Vesa,16,8,4,4
15308,Khedi,16,11,3,2
15309,Jaswinder,16,11,2,3
15310,Intisar,16,11,2,3
15311,Ima,16,11,4,0
15312,Lema,16,8,5,3
15313,Helke,16,11,2,3
15314,Delphyne,16,11,4,0
15315,Catleen,16,11,4,0
15316,Iliyana,16,8,5,3
15317,Bilgin,16,11,3,2
15318,Arnela,16,11,4,0
15319,Poppy,16,9,3,4
15320,Fikreta,16,9,5,2
15321,Penbe,16,11,0,4
15322,Waraporn,16,12,0,4
15323,Vimala,16,12,2,2
15324,Tita,16,12,0,4
15325,Thabita,16,12,2,2
15326,Tali,16,12,0,4
15327,Shreya,16,12,2,2
15328,Semina,16,12,4,0
15329,Delfin,16,10,5,0
15330,Radha,16,12,2,2
15331,Narcisse,16,12,2,2
15332,Mualla,16,12,3,2
15333,Misha,16,10,2,4
15334,Mirta,16,7,5,4
15335,Marinna,16,12,4,0
15336,Midori,16,10,2,4
15337,Magdaleine,16,12,4,0
15338,Audrie,16,11,5,0
15339,Laurissa,16,12,3,0
15340,Marivic,16,12,0,4
15341,Kiala,16,12,3,0
15342,Mahalia,16,7,5,4
15343,Jannik,16,12,3,0
15344,Glenys,16,12,0,3
15345,Lilibeth,16,9,3,4
15346,Xiaomei,16,7,6,3
15347,Venetia,16,7,6,3
15348,Larah,16,8,4,4
15349,Dido,16,12,0,3
15350,Tana,16,8,6,2
15351,Sunanda,16,8,6,2
15352,Stana,16,6,6,4
15353,Berte,16,12,3,0
15354,Bengisu,16,12,2,2
15355,Kamala,16,10,2,4
15356,Anna-Laura,16,12,2,2
15357,Saphira,16,10,6,0
15358,Yori,16,13,0,2
15359,Raza,16,9,6,0
15360,Ulrique,16,13,3,0
15361,Thiara,16,13,0,2
15362,Ifeta,16,7,5,4
15363,Ibtisame,16,10,2,4
15364,Nazime,16,8,6,2
15365,Hang,16,9,3,4
15366,Raïse,16,13,3,0
15367,Petula,16,13,3,0
15368,Gulseren,16,9,3,4
15369,Meera,16,7,6,3
15370,Maro,16,13,0,3
15371,Madie,16,13,3,0
15372,Ljudmila,16,13,0,3
15373,Lillie,16,13,3,0
15374,Lucilia,16,8,6,2
15375,Jennefer,16,13,2,0
15376,Iphigenia,16,13,0,2
15377,Hanni,16,13,0,2
15378,Kenya,16,8,6,2
15379,Kamie,16,10,6,0
15380,Euphemia,16,13,0,2
15381,Elze,16,13,0,2
15382,Eldina,16,13,2,0
15383,Itto,16,8,6,2
15384,Do,16,13,0,2
15385,Hakime,16,10,6,0
15386,Gülen,16,6,6,4
15387,Tillie,16,14,0,0
15388,Stefie,16,14,2,0
15389,Ethelle,16,9,6,0
15390,Souhaïlla,16,14,0,2
15391,Erisa,16,7,6,3
15392,Simi,16,14,0,0
15393,Racquel,16,14,0,0
15394,Noya,16,14,0,2
15395,Arpine,16,9,3,4
15396,Analia,16,7,5,4
15397,Lenneke,16,14,0,2
15398,Keysha,16,14,0,0
15399,Janita,16,14,0,0
15400,Adwoa,16,9,3,4
15401,Ivon,16,14,2,0
15402,Gretha,16,14,0,0
15403,Grada,16,14,0,0
15404,Fia,16,14,0,0
15405,Elice,16,14,0,0
15406,Wissem,16,4,7,5
15407,Umran,16,8,3,5
15408,Tala,16,7,4,5
15409,Annaïse,16,14,2,0
15410,Yoke,16,15,0,0
15411,Wendelin,16,15,0,0
15412,Trijn,16,15,0,0
15413,Tjarda,16,15,0,0
15414,Theodorina,16,15,0,0
15415,Teuntje,16,15,0,0
15416,Providence,16,5,7,4
15417,Sylvina,16,15,0,0
15418,Satya,16,5,6,5
15419,Ondina,16,6,7,3
15420,Sai,16,10,0,5
15421,Robinne,16,15,0,0
15422,Raphaël,16,15,0,0
15423,Ranja,16,15,0,0
15424,Pixie,16,15,0,0
15425,Nea,16,15,0,0
15426,Mechelina,16,15,0,0
15427,Mauri,16,15,0,0
15428,Mirana,16,7,7,2
15429,Marrit,16,15,0,0
15430,Margeriet,16,15,0,0
15431,Maiken,16,15,0,0
15432,Lizanne,16,15,0,0
15433,Khaila,16,15,0,0
15434,Nevra,16,8,3,5
15435,Joachime,16,15,0,0
15436,Jelisa,16,15,0,0
15437,Nawar,16,10,0,5
15438,Francinna,16,15,0,0
15439,Fenia,16,15,0,0
15440,Dempsey,16,15,0,0
15441,Mihane,16,8,3,5
15442,Arjan,16,15,0,0
15443,Ismihan,16,6,7,3
15444,Alanah,16,15,0,0
15445,Yune,16,16,0,0
15446,Winanda,16,16,0,0
15447,Wiebe,16,16,0,0
15448,Thari,16,16,0,0
15449,Tes,16,16,0,0
15450,Shaindy,16,16,0,0
15451,Sarissa,16,16,0,0
15452,Sanderijn,16,16,0,0
15453,Rosemie,16,16,0,0
15454,Reninca,16,16,0,0
15455,Nenah,16,16,0,0
15456,Elinore,16,5,7,4
15457,Kameliya,16,8,3,5
15458,Ludgard,16,16,0,0
15459,Lucinde,16,16,0,0
15460,Lizelotte,16,16,0,0
15461,Lijdia,16,16,0,0
15462,Liezelotte,16,16,0,0
15463,Laute,16,16,0,0
15464,Kyenna,16,16,0,0
15465,Karlijne,16,16,0,0
15466,Jolisa,16,16,0,0
15467,Jirke,16,16,0,0
15468,Inthe,16,16,0,0
15469,Harlinde,16,16,0,0
15470,Gielke,16,16,0,0
15471,Anaya,16,6,7,3
15472,Gauke,16,16,0,0
15473,Frann,16,16,0,0
15474,Ella-Marie,16,16,0,0
15475,Dine,16,16,0,0
15476,Dephny,16,16,0,0
15477,Demmy,16,16,0,0
15478,Boukje,16,16,0,0
15479,Bouke,16,16,0,0
15480,Bodine,16,16,0,0
15481,Berdina,16,16,0,0
15482,Babiche,16,16,0,0
15483,Anuscka,16,16,0,0
15484,Döndu,16,8,3,5
15485,Dune,16,9,2,5
15486,Shaya,16,5,8,3
15487,Sharone,16,3,8,5
15488,Nestorine,16,6,8,2
15489,Miriane,16,5,8,3
15490,Aygyul,16,11,0,5
15491,Matea,16,5,8,3
15492,Antoneta,16,5,6,5
15493,Maria-Elisabeth,16,6,8,2
15494,Abeer,16,9,2,5
15495,Susann,16,6,4,6
15496,Sung,16,7,3,6
15497,Floride,16,4,8,4
15498,Reyna,16,9,0,6
15499,Anissia,16,5,8,3
15500,Nargisse,16,3,7,6
15501,Saskya,16,5,9,2
15502,Purification,16,2,9,5
15503,Perpetue,16,4,9,3
15504,Kumrije,16,6,4,6
15505,Nesma,16,5,9,2
15506,Jacquie,16,2,8,6
15507,Houyam,16,6,4,6
15508,Gürcü,16,8,2,6
15509,Laurenza,16,7,9,0
15510,Fariha,16,7,3,6
15511,Hidayet,16,4,9,3
15512,Eimear,16,8,2,6
15513,Gasparine,16,6,9,0
15514,Danai,16,6,4,6
15515,Boutayna,16,4,6,6
15516,Carelle,16,4,9,3
15517,Baby,16,9,0,6
15518,Annaïk,16,5,9,2
15519,Turia,16,6,3,7
15520,Sumeyya,16,0,8,7
15521,Rosemay,16,2,10,4
15522,Nilla,16,2,10,4
15523,Rola,16,8,0,7
15524,Plamena,16,8,0,7
15525,Penka,16,7,2,7
15526,Negin,16,6,3,7
15527,Nedzmije,16,3,6,7
15528,Natasza,16,6,3,7
15529,Narjes,16,7,2,7
15530,Hiltrud,16,3,10,3
15531,Fortunée,16,5,10,0
15532,Mathy,16,5,4,7
15533,Elise-Marie,16,5,10,0
15534,Maki,16,6,3,7
15535,Maïsha,16,4,5,7
15536,Benoite,16,5,10,2
15537,Valia,16,4,11,0
15538,Sylia,16,3,11,2
15539,Hoa,16,5,4,7
15540,Rocchina,16,5,11,0
15541,Fazila,16,4,5,7
15542,Elveda,16,6,3,7
15543,Mimma,16,3,11,2
15544,Maëli,16,2,11,3
15545,Baiba,16,9,0,7
15546,Anju,16,7,2,7
15547,Andzelika,16,7,2,7
15548,Amoin,16,0,9,7
15549,Zejnep,16,5,3,8
15550,Bice,16,4,11,0
15551,Alyah,16,3,11,2
15552,Sabriya,16,5,3,8
15553,Rqia,16,4,4,8
15554,Riikka,16,4,4,8
15555,Pham,16,3,5,8
15556,Ola,16,4,4,8
15557,Narima,16,7,0,8
15558,Mirvet,16,7,0,8
15559,Mariia,16,5,3,8
15560,Mannouch,16,7,0,8
15561,Madia,16,2,12,2
15562,Lorissa,16,4,12,0
15563,Katline,16,2,12,2
15564,Djamilla,16,4,12,0
15565,Cyriane,16,3,12,0
15566,Ferial,16,2,6,8
15567,Elissavet,16,4,4,8
15568,Consolacion,16,2,6,8
15569,Bernadett,16,6,2,8
15570,Théodorine,16,14,13,3
15571,Aranzazu,16,6,2,8
15572,Androniki,16,6,2,8
15573,America,16,6,2,8
15574,Amada,16,4,4,8
15575,Adjovi,16,2,6,8
15576,Noure,16,2,5,9
15577,Matylda,16,7,0,9
15578,Delya,16,0,13,5
15579,Célyne,16,3,13,0
15580,Ilvan,16,6,0,9
15581,Hadiatou,16,3,4,9
15582,Gloire,16,4,3,9
15583,Floare,16,4,3,9
15584,Mary-France,16,2,14,0
15585,Ehsan,16,7,0,9
15586,Chams,16,6,0,9
15587,Anuta,16,0,7,9
15588,Ajten,16,2,5,9
15589,Flavy,16,0,14,0
15590,Adiba,16,6,0,9
15591,Soukeina,16,3,4,10
15592,Britanny,16,0,14,0
15593,Safora,16,6,0,10
15594,Adline,16,0,14,2
15595,Miki,16,4,2,10
15596,Kadidiatou,16,6,0,10
15597,Livie,16,0,15,0
15598,Farha,16,4,2,10
15599,Anne-Christy,16,0,15,0
15600,Mauryne,16,0,16,0
15601,Cyndel,16,0,16,0
15602,Ferdaws,16,3,2,11
15603,Dzemile,16,0,4,11
15604,Ylber,16,9,4,3
15605,Shah,16,9,4,3
15606,Vesel,16,10,4,2
15607,Taskin,16,10,4,2
15608,Simo,16,10,3,3
15609,Silver,16,10,3,3
15610,Olmo,16,10,3,3
15611,Tymon,16,10,2,4
15612,Mato,16,10,4,2
15613,Tal,16,10,2,4
15614,Hamsa,16,10,3,3
15615,Evandro,16,10,4,2
15616,Radomir,16,10,2,4
15617,Po,16,10,2,4
15618,Daud,16,10,4,2
15619,Cihad,16,10,3,3
15620,Bosko,16,10,3,3
15621,Yona,16,10,5,0
15622,Nesim,16,10,2,4
15623,Zdenko,16,11,4,0
15624,Timm,16,11,2,3
15625,Surjit,16,11,2,3
15626,Stanimir,16,11,0,4
15627,Seven,16,11,3,2
15628,Ridge,16,11,4,0
15629,Salambek,16,10,5,0
15630,Randolph,16,11,3,2
15631,Peer,16,11,3,2
15632,Ravinder,16,7,5,4
15633,Matija,16,11,2,3
15634,Magamed,16,11,4,0
15635,Mac,16,11,4,0
15636,Owusu,16,8,5,3
15637,Hannu,16,11,0,4
15638,Abdul-Malik,16,11,4,0
15639,Valer,16,12,0,3
15640,Huan,16,7,5,4
15641,Fauzi,16,10,2,4
15642,Fatjon,16,10,2,4
15643,Rodriguez,16,12,3,0
15644,Rayyane,16,12,4,0
15645,Gylian,16,11,5,0
15646,Gohan,16,10,5,0
15647,Mikis,16,12,3,0
15648,Duane,16,11,0,4
15649,Maichel,16,12,2,2
15650,Dikran,16,8,4,4
15651,Karapet,16,12,0,3
15652,Jaques,16,12,3,0
15653,Ivelin,16,12,0,3
15654,Isha,16,12,2,2
15655,Gennadiy,16,12,3,0
15656,Bilent,16,8,4,4
15657,Darcy,16,8,5,3
15658,Cristo,16,7,5,4
15659,Charle,16,12,4,0
15660,Arkadi,16,10,2,4
15661,Abdulhamid,16,12,0,3
15662,Alon,16,10,2,4
15663,Victorius,16,13,2,0
15664,Valentine,16,13,0,2
15665,Ansgar,16,8,5,3
15666,Angelico,16,10,5,0
15667,Steffan,16,13,0,2
15668,Aden,16,8,4,4
15669,Abrahim,16,10,2,4
15670,Shiva,16,13,0,2
15671,Richmond,16,13,2,0
15672,Abdella,16,8,5,3
15673,Mujo,16,13,0,2
15674,Zakir,16,9,6,0
15675,Matin,16,13,0,3
15676,Lakhwinder,16,13,3,0
15677,Krish,16,13,0,2
15678,Vinko,16,9,6,0
15679,Kellen,16,13,3,0
15680,Vahagn,16,10,0,5
15681,Jasbir,16,13,0,2
15682,Thyl,16,6,6,4
15683,Iso,16,13,2,0
15684,Seif,16,6,6,4
15685,Fan,16,13,0,3
15686,Rolly,16,6,6,4
15687,Rojhat,16,9,6,0
15688,Sharon,16,7,4,5
15689,Dickson,16,13,2,0
15690,Batu,16,13,0,2
15691,Rajendra,16,8,3,5
15692,Nabile,16,6,6,4
15693,Ulysses,16,14,0,2
15694,Sylver,16,14,2,0
15695,Robbert-Jan,16,14,0,0
15696,Lowik,16,14,2,0
15697,Leandros,16,14,2,0
15698,Ljubomir,16,7,4,5
15699,Ido,16,14,0,0
15700,Kristo,16,11,0,5
15701,Dzmitry,16,14,0,0
15702,Kambiz,16,7,4,5
15703,Jure,16,8,3,5
15704,Dali,16,14,2,0
15705,Cuneyt,16,6,6,4
15706,Wibe,16,15,0,0
15707,Sijmen,16,15,0,0
15708,Hanefi,16,8,3,5
15709,Sebastianus,16,15,0,0
15710,Rowen,16,15,0,0
15711,Rogé,16,15,0,0
15712,Raymundus,16,15,0,0
15713,Amal,16,7,6,3
15714,Pak,16,15,0,0
15715,Otto-Jan,16,15,0,0
15716,Nicko,16,15,0,0
15717,Abdrahim,16,8,6,2
15718,Moon,16,15,0,0
15719,Fekri,16,11,0,5
15720,Farah,16,6,5,5
15721,Maties,16,15,0,0
15722,Fahmi,16,8,3,5
15723,Kiliaan,16,15,0,0
15724,Vernon,16,7,7,2
15725,Izzy,16,15,0,0
15726,Thilo,16,4,7,5
15727,Edvard,16,7,4,5
15728,Figo,16,15,0,0
15729,Selver,16,9,7,0
15730,Demetrios,16,5,6,5
15731,Elan,16,15,0,0
15732,Denies,16,15,0,0
15733,Chalid,16,15,0,0
15734,Bonny,16,15,0,0
15735,Paul-Louis,16,7,7,2
15736,Arwin,16,15,0,0
15737,Bharat,16,11,0,5
15738,Zoël,16,16,0,0
15739,Yorg,16,16,0,0
15740,Yento,16,16,0,0
15741,Yellis,16,16,0,0
15742,Yanto,16,16,0,0
15743,Yaakov,16,16,0,0
15744,Wytse,16,16,0,0
15745,Tone,16,16,0,0
15746,Timoer,16,16,0,0
15747,Tigo,16,16,0,0
15748,Thuur,16,16,0,0
15749,Sies,16,16,0,0
15750,Rudo,16,16,0,0
15751,Rogerus,16,16,0,0
15752,Alf,16,9,2,5
15753,Quinte,16,16,0,0
15754,Orin,16,16,0,0
15755,Kudret,16,5,7,4
15756,Khizir,16,8,7,0
15757,Nabor,16,16,0,0
15758,Mauricius,16,16,0,0
15759,Libertus,16,16,0,0
15760,Jelloul,16,4,7,5
15761,Koos,16,16,0,0
15762,Kayne,16,16,0,0
15763,Zaza,16,6,4,6
15764,Irwin,16,6,7,3
15765,Jimmie,16,16,0,0
15766,Ianto,16,16,0,0
15767,Yaseen,16,6,4,6
15768,Iann,16,16,0,0
15769,Herold,16,9,7,0
15770,Hermaan,16,16,0,0
15771,Henkie,16,16,0,0
15772,Geeraart,16,16,0,0
15773,Teofil,16,3,7,6
15774,Djaro,16,16,0,0
15775,Dempsy,16,16,0,0
15776,Crispijn,16,16,0,0
15777,Constantius,16,16,0,0
15778,Sufian,16,5,5,6
15779,Brenn,16,16,0,0
15780,Bouwe,16,16,0,0
15781,Bastijn,16,16,0,0
15782,Souhayl,16,4,6,6
15783,Sher,16,10,0,6
15784,Sheikh,16,9,0,6
15785,Saed,16,7,3,6
15786,Dillan,16,8,7,0
15787,Sabeur,16,5,5,6
15788,Rasoul,16,7,3,6
15789,Carle,16,9,7,0
15790,Bleron,16,4,7,5
15791,Ayao,16,5,7,4
15792,Olof,16,8,2,6
15793,Noyan,16,6,4,6
15794,Nafi,16,7,3,6
15795,Majd,16,7,3,6
15796,Mahesh,16,8,2,6
15797,Lhoussine,16,5,5,6
15798,Radoine,16,2,8,6
15799,Jasar,16,7,3,6
15800,Hrant,16,8,2,6
15801,Hamadou,16,6,4,6
15802,Loucka,16,8,8,0
15803,Endri,16,9,0,6
15804,Ildefonso,16,2,8,6
15805,De,16,7,3,6
15806,Colm,16,8,2,6
15807,Chedli,16,4,6,6
15808,Gharib,16,5,8,3
15809,Bilale,16,7,3,6
15810,Essaïd,16,6,8,5
15811,Cristopher,16,3,8,5
15812,Aptil,16,10,0,6
15813,Aleksandrs,16,10,0,6
15814,Adams,16,7,3,6
15815,Acacio,16,5,5,6
15816,Abderrazek,16,7,3,6
15817,Abderrahmen,16,6,4,6
15818,An,16,4,8,4
15819,Alam,16,6,8,2
15820,Yawo,16,2,7,7
15821,Tharcisse,16,2,7,7
15822,Shoaib,16,8,0,7
15823,Norayr,16,7,2,7
15824,Keziah,16,4,9,3
15825,Nicolau,16,5,4,7
15826,Juan-Carlos,16,6,9,0
15827,Mursel,16,6,3,7
15828,Mourade,16,3,6,7
15829,Eustache,16,4,9,3
15830,Cesario,16,4,9,3
15831,Esdras,16,0,8,7
15832,Djordje,16,8,0,7
15833,Déogratias,16,7,3,7
15834,Timothey,16,4,10,2
15835,Ruggiero,16,3,10,3
15836,Aslam,16,8,0,7
15837,Aliihsan,16,6,3,7
15838,Kasimir,16,5,10,0
15839,Tewfik,16,4,4,8
15840,Takeshi,16,8,0,8
15841,Geremia,16,3,10,3
15842,Rey,16,8,0,8
15843,Nagi,16,6,2,8
15844,Moufid,16,6,2,8
15845,Alberico,16,0,10,5
15846,Jabrane,16,5,3,8
15847,Nel,16,0,11,4
15848,Guénaël,16,3,11,2
15849,Dahmane,16,5,3,8
15850,Daren,16,5,11,0
15851,Cristoforo,16,0,11,4
15852,Anestis,16,4,4,8
15853,Aka,16,4,4,8
15854,Alvise,16,0,11,4
15855,Abdelqader,16,4,4,8
15857,Zine-Eddine,16,4,3,9
15858,Abdelrani,16,2,11,3
15859,Saïfeddine,16,7,3,9
15860,Mindaugas,16,6,0,9
15861,Méric,16,10,12,2
15862,Mihaita,16,6,0,9
15863,Lakdar,16,4,12,0
15864,Madalin,16,0,6,9
15865,Loqman,16,5,2,9
15866,Jean-Etienne,16,0,12,3
15867,Hans-Dieter,16,3,12,0
15868,Houssaine,16,7,0,9
15869,Djulian,16,0,12,3
15870,Fodé,16,4,3,9
15871,Annibale,16,2,12,2
15872,Boubakar,16,4,3,9
15873,Yvano,16,2,13,0
15874,Belarmino,16,3,4,9
15875,Azam,16,6,0,9
15876,Mattew,16,3,13,0
15877,Lauric,16,3,13,0
15878,Sevak,16,6,0,10
15879,Jeanny,16,2,13,0
15880,Jean-Grégoire,16,0,13,3
15881,Jean-André,16,0,13,2
15882,Giustino,16,2,13,0
15883,Mountassir,16,3,3,10
15884,Colyn,16,3,13,0
15885,Loqmane,16,5,0,10
15886,Audrick,16,2,13,0
15887,Ludvic,16,2,14,0
15888,Bennacer,16,5,0,10
15889,Jean-Emile,16,0,14,2
15890,Antranik,16,2,4,10
15891,Eloïc,16,0,14,0
15892,Brieu,16,0,14,0
15893,Takahiro,16,4,0,11
15894,Myrian,16,0,15,0
15895,Jonathann,16,0,15,0
15896,Evann,16,0,15,0
15897,Daisuke,16,5,0,11
15898,Malaury,16,0,16,0
15899,Lony,16,0,16,0
15900,Mouctar,16,2,0,13
15901,Moloud,16,3,0,13
15902,Zhi,15,9,3,3
15903,So,15,9,3,3
15904,Simay,15,9,4,2
15905,Qin,15,9,4,2
15906,Lucija,15,8,4,3
15907,Marlie,15,9,4,2
15908,Kanita,15,9,3,3
15909,Zhara,15,10,4,0
15910,Zaza,15,10,3,2
15911,Vlera,15,10,4,0
15912,Tova,15,10,2,3
15913,Sushila,15,10,3,2
15914,Salka,15,10,2,3
15915,Nataya,15,10,4,0
15916,Lilo,15,10,4,0
15917,Leela,15,10,4,0
15918,Jadzia,15,10,4,0
15919,Herma,15,10,4,0
15920,Dolinda,15,10,4,0
15921,Carissa,15,10,3,2
15922,Brenna,15,10,3,2
15923,Besna,15,10,2,3
15924,Saduman,15,8,5,2
15925,Ayser,15,9,3,3
15926,Aygul,15,8,4,3
15927,Ariette,15,10,3,2
15928,Resmiye,15,8,5,2
15929,Arijeta,15,8,4,3
15930,Wendeline,15,11,3,0
15931,Amivi,15,8,4,3
15932,Nebiye,15,7,5,3
15933,Sala,15,11,2,2
15934,Naaima,15,8,5,2
15935,Alin,15,8,4,3
15936,Ratree,15,11,0,3
15937,Nikoleta,15,11,2,2
15938,Milina,15,11,2,2
15939,Marily,15,9,5,0
15940,Zlatka,15,10,0,4
15941,Marie-Fleur,15,10,5,0
15942,Yesenia,15,7,4,4
15943,Yenny,15,9,2,4
15944,Xhevrije,15,9,2,4
15945,Mahbouba,15,7,5,3
15946,Madona,15,8,5,2
15947,Maddie,15,9,5,0
15948,Liberta,15,10,5,0
15949,Hildegarda,15,11,4,0
15950,Hila,15,11,0,3
15951,Henrike,15,11,0,3
15952,Laura-Lynn,15,9,5,0
15953,Havana,15,11,4,0
15954,Socorro,15,6,5,4
15955,Eset,15,11,2,2
15956,Enia,15,11,4,0
15957,Shahrzad,15,7,4,4
15958,Elvin,15,11,2,2
15959,Elima,15,11,2,2
15960,Saray,15,11,0,4
15961,Sakura,15,8,3,4
15962,Chelly,15,11,2,2
15963,Rozan,15,10,0,4
15964,Aytan,15,11,0,3
15965,Astrida,15,11,2,2
15966,Gullu,15,7,5,3
15967,Afia,15,11,0,3
15968,Zeycan,15,12,3,0
15969,Yassira,15,12,0,3
15970,Fabienna,15,10,5,0
15971,Wanna,15,12,2,0
15972,Varinia,15,12,2,0
15973,Süheda,15,12,3,0
15974,Sudarat,15,12,3,0
15975,Servete,15,12,2,0
15976,Rio,15,12,0,3
15977,Nasibe,15,8,3,4
15978,Payal,15,12,0,3
15979,Melba,15,12,2,0
15980,Marisca,15,12,3,0
15981,Binnur,15,9,5,0
15982,Merline,15,7,4,4
15983,Ayise,15,9,5,0
15984,Latisha,15,12,3,0
15985,Kulwinder,15,12,0,2
15986,Kathinka,15,12,2,0
15987,Ann-Julie,15,8,5,2
15988,Jikke,15,12,0,2
15989,Maj,15,11,0,4
15990,Ingrit,15,12,2,0
15991,Ingride,15,12,2,0
15992,Ailsa,15,7,5,3
15993,Gulhan,15,12,0,2
15994,Gijsberta,15,12,3,0
15995,Gajane,15,12,0,2
15996,Yoon,15,8,6,0
15997,Yawa,15,6,6,3
15998,Farhat,15,12,0,3
15999,Esmaralda,15,12,3,0
16000,Dolma,15,12,0,3
16001,Cecille,15,12,2,0
16002,Karyn,15,6,5,4
16003,Balwinder,15,12,0,2
16004,Avital,15,12,0,3
16005,Jina,15,8,3,4
16006,Issa,15,9,2,4
16007,Ribana,15,7,6,2
16008,Iga,15,10,0,4
16009,Sabeth,15,13,0,2
16010,Hasina,15,8,3,4
16011,Hasiba,15,7,4,4
16012,Riya,15,13,2,0
16013,Rajwinder,15,13,0,0
16014,Ha,15,8,3,4
16015,Gülüstan,15,6,5,4
16016,Nanon,15,13,0,2
16017,Moreen,15,13,2,0
16018,Fiza,15,8,3,4
16019,Ferhan,15,8,3,4
16020,Klazina,15,13,0,0
16021,Kjersti,15,13,0,2
16022,Kayli,15,13,0,0
