Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
828,61348-2515406,2515406,61348-2515406-callataÿ,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""callatay""~5","https://www.googleapis.com/books/v1/volumes?q=""callata%C3%BF""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,callataÿ,1,callataÿ,,per,true,false,,per,callataÿ
829,61369-2516585,2516585,61369-2516585-kruger,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kruger""~5","https://www.googleapis.com/books/v1/volumes?q=""kruger""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,kruger,1,kruger,,per,true,false,,per,kruger
830,61386-2518126,2518126,61386-2518126-itterswiller,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""itterswiller""~5","https://www.googleapis.com/books/v1/volumes?q=""itterswiller""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,itterswiller,1,itterswiller,,loc,true,,,loc,itterswiller
831,61403-2519804,2519804,61403-2519804-antwerpen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""antwerpen olympische spelen""~5","https://www.googleapis.com/books/v1/volumes?q=""olympische+spelen+antwerpen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Antwerpen,Commune,Antwerpen,Antwerpen,Flanders,Belgium,olympische spelen antwerpen,3,antwerpen,true,loc,true,,,loc,olympische spelen antwerpen
832,61420-2520867,2520867,61420-2520867-jaobs,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jaobs""~5","https://www.googleapis.com/books/v1/volumes?q=""jaobs""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,jaobs,1,jaobs,,per,true,false,,per,jaobs
833,61426-2521235,2521235,61426-2521235-real madrid,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""madrid real""~5","https://www.googleapis.com/books/v1/volumes?q=""real+madrid""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Spain,real madrid,2,real madrid,,loc,true,false,false,loc,real madrid
834,61433-2521527,2521527,61433-2521527-sternberg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""romanschrijver sternberg""~5","https://www.googleapis.com/books/v1/volumes?q=""sternberg+romanschrijver""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,sternberg romanschrijver,2,sternberg,,per,true,false,,per,sternberg romanschrijver
835,61708-2536020,2536020,61708-2536020-feneur,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""feneur""~5","https://www.googleapis.com/books/v1/volumes?q=""feneur""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Feneur,Section,Dalhem,Liège Province,Wallonia,Belgium,feneur,1,feneur,true,loc,true,,,loc,feneur
836,61756-2538677,2538677,,,,,,,,,,,inondation,1,,,,,,,,inondation
837,61802-2540432,2540432,61802-2540432-louis allaer,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""allaer louis""~5","https://www.googleapis.com/books/v1/volumes?q=""louis+allaer""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,louis allaer,2,louis allaer,,per,true,true,,per,louis allaer
838,61902-2544102,2544102,61902-2544102-catherine defossez,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""catherine defossez""~5","https://www.googleapis.com/books/v1/volumes?q=""catherine+defossez""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,catherine defossez,2,catherine defossez,,per,true,true,,per,catherine defossez
839,61907-2544162,2544162,61907-2544162-pirard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pirard""~5","https://www.googleapis.com/books/v1/volumes?q=""pirard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,pirard,1,pirard,,per,true,false,,per,pirard
840,61956-2545070,2545070,61956-2545070-wilhelmus ambrosius hecke,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ambrosius hecke wilhelmus""~5","https://www.googleapis.com/books/v1/volumes?q=""wilhelmus+ambrosius+hecke""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,wilhelmus ambrosius hecke,3,wilhelmus ambrosius hecke,,per,true,true,,per,wilhelmus ambrosius hecke
841,61984-2545519,2545519,61984-2545519-seynave,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""loenhout seynave""~5","https://www.googleapis.com/books/v1/volumes?q=""seynave+loenhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,seynave loenhout,2,seynave,,per,true,false,,per,seynave loenhout
842,61984-2545519,2545519,61984-2545519-loenhout,,,,,Section,,,,Belgium,seynave loenhout,2,loenhout,true,loc,true,,,loc,seynave loenhout
843,62139-2553508,2553508,,,,,,,,,,,accident chemin fer,3,,,,,,,,accident chemin fer
844,62225-2557045,2557045,62225-2557045-cinema lux,,,,,,,,,France,cinema lux,2,cinema lux,,loc,true,false,false,loc,cinema lux
845,62250-2557864,2557864,62250-2557864-raspoutin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raspoutin""~5","https://www.googleapis.com/books/v1/volumes?q=""raspoutin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,raspoutin,1,raspoutin,,per,true,false,,per,raspoutin
846,62268-2558124,2558124,62268-2558124-beriot,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""beriot ixelles""~5","https://www.googleapis.com/books/v1/volumes?q=""beriot+ixelles""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,beriot ixelles,2,beriot,,per,true,false,,per,beriot ixelles
847,62268-2558124,2558124,62268-2558124-ixelles,,,,,Commune,,,,Belgium,beriot ixelles,2,ixelles,true,loc,true,,,loc,beriot ixelles
848,62368-2564004,2564004,62368-2564004-ferme wautier,,,,,,,,,?,ferme wautier,2,ferme wautier,,loc,true,false,false,loc,ferme wautier
849,62422-2565119,2565119,62422-2565119-victor alter,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alter victor""~5","https://www.googleapis.com/books/v1/volumes?q=""victor+alter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,victor alter,2,victor alter,,per,true,true,,per,victor alter
850,62448-2565976,2565976,62448-2565976-szymanski,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""szymanski""~5","https://www.googleapis.com/books/v1/volumes?q=""szymanski""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,szymanski,1,szymanski,,per,true,false,,per,szymanski
851,62779-2579086,2579086,62779-2579086-heger,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""heger""~5","https://www.googleapis.com/books/v1/volumes?q=""heger""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,heger,1,heger,,per,true,false,,per,heger
852,62839-2582822,2582822,62839-2582822-horta,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""centraal en horta station""~5","https://www.googleapis.com/books/v1/volumes?q=""horta+en+centraal+station""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,horta en centraal station,4,horta,,loc,true,false,false,loc,horta en centraal station
853,62839-2582822,2582822,62839-2582822-centraal station,,,,,POI,,,,Belgium,horta en centraal station,4,centraal station,,loc,true,false,false,loc,horta en centraal station
854,63007-2590882,2590882,,,,,,,,,,,"53,000",1,,,,,,,,
855,63052-2592649,2592649,63052-2592649-hooglaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hooglaert""~5","https://www.googleapis.com/books/v1/volumes?q=""hooglaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Hoeilaart,Commune,Hoeilaart,Flemish Brabant Province,Flanders,Belgium,hooglaert,1,hooglaert,,loc,true,,,loc,hooglaert
856,63062-2593067,2593067,,,,,,,,,,,hoogeschool,1,,,,,,,,hoogeschool
857,63067-2593096,2593096,63067-2593096-greef,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""greef""~5","https://www.googleapis.com/books/v1/volumes?q=""greef""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,greef,1,greef,,per,true,false,,per,greef
858,63116-2596136,2596136,63116-2596136-eveline le maire,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eveline le maire""~5","https://www.googleapis.com/books/v1/volumes?q=""eveline+le+maire""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,eveline le maire,3,eveline le maire,,per,true,true,,per,eveline le maire
859,63230-2599865,2599865,63230-2599865-wibrin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""liege wibrin""~5","https://www.googleapis.com/books/v1/volumes?q=""wibrin+li%C3%A8ge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Wibrin,Section,Houffalize,Luxembourg Province,Wallonia,Belgium,wibrin liège,2,wibrin,false,loc,true,,,loc,wibrin liège
860,63230-2599865,2599865,63230-2599865-liège,,,,Liège,Commune,Liège,Liège Province,Wallonia,Belgium,wibrin liège,2,liège,false,loc,true,,,loc,wibrin liège
861,63304-2604655,2604655,63304-2604655-antonia vandendriessche,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""antonia vandendriessche""~5","https://www.googleapis.com/books/v1/volumes?q=""antonia+vandendriessche""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,antonia vandendriessche,2,antonia vandendriessche,,per,true,true,,per,antonia vandendriessche
862,63529-2612178,2612178,,,,,,,,,,,witte negerin,2,,,,,,,,witte negerin
863,63693-2617100,2617100,63693-2617100-moresnet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""esperan moresnet""~5","https://www.googleapis.com/books/v1/volumes?q=""moresnet+esperan""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Moresnet,Section,Plombières,Liège Province,Wallonia,Belgium,moresnet esperan,2,moresnet,true,loc,true,,,loc,moresnet esperan
864,63747-2617782,2617782,,,,,,,,,,,prise d,2,,,,,,,,prise d
865,63900-2621790,2621790,,,,,,,,,,,centenaire,1,,,,,,,,centenaire
866,63941-2622783,2622783,63941-2622783-congo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo nederlands-indie""~5","https://www.googleapis.com/books/v1/volumes?q=""congo+nederlands-indie""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Democratic Republic of the Congo,congo nederlands-indie,2,congo,,loc,true,,,loc,congo nederlands-indie
867,63941-2622783,2622783,63941-2622783-nederlands-indie,,,,,,,,,Indonesia,congo nederlands-indie,2,nederlands-indie,,loc,true,,,loc,congo nederlands-indie
868,63953-2623141,2623141,63953-2623141-hcoylaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hcoylaert""~5","https://www.googleapis.com/books/v1/volumes?q=""hcoylaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Hoeilaart,Commune,Hoeilaart,Vlaams Brabant,Flanders,Belgium,hcoylaert,1,hcoylaert,,loc,true,,,loc,hcoylaert
869,64098-2627657,2627657,64098-2627657-bohme,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bohme""~5","https://www.googleapis.com/books/v1/volumes?q=""bohme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,bohme,1,bohme,,per,true,false,,per,bohme
870,64241-2630724,2630724,64241-2630724-helene vanhoutte,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""helene vanhoutte""~5","https://www.googleapis.com/books/v1/volumes?q=""helene+vanhoutte""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,helene vanhoutte,2,helene vanhoutte,,per,true,true,,per,helene vanhoutte
871,64294-2631864,2631864,,,,,,,,,,,malijze,1,,,,,,,,malijze
872,64302-2632039,2632039,64302-2632039-louyest,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""louyest""~5","https://www.googleapis.com/books/v1/volumes?q=""louyest""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,louyest,1,louyest,,per,true,false,,per,louyest
873,64343-2634349,2634349,,,,,,,,,,,fédération internationale de la cinématographie,5,,,,,,,,fédération internationale de la cinématographie
874,64462-2637630,2637630,64462-2637630-huybrechts-willems,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""a huybrechts-willems""~5","https://www.googleapis.com/books/v1/volumes?q=""a.+huybrechts-willems""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,a. huybrechts-willems,2,huybrechts-willems,,per,true,false,,per,a. huybrechts-willems
875,64535-2639255,2639255,64535-2639255-hippolyte guillery,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""guillery hippolyte""~5","https://www.googleapis.com/books/v1/volumes?q=""hippolyte+guillery""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,hippolyte guillery,2,hippolyte guillery,,per,true,true,,per,hippolyte guillery
876,64553-2639730,2639730,64553-2639730-etienne de breuck,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""breuck de etienne""~5","https://www.googleapis.com/books/v1/volumes?q=""etienne+de+breuck""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,etienne de breuck,3,etienne de breuck,,per,true,true,,per,etienne de breuck
877,64598-2641035,2641035,64598-2641035-overrvssche,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""overrvssche""~5","https://www.googleapis.com/books/v1/volumes?q=""overrvssche""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Overijse,Commune,Overijse,Flemish Brabant Province,Flanders,Belgium,overrvssche,1,overrvssche,,loc,true,,,loc,overrvssche
878,64614-2641718,2641718,64614-2641718-franck,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""franck""~5","https://www.googleapis.com/books/v1/volumes?q=""franck""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,franck,1,franck,,per,true,false,,per,franck
879,64626-2642572,2642572,64626-2642572-overysschf,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""overysschf""~5","https://www.googleapis.com/books/v1/volumes?q=""overysschf""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Overijse,Commune,Overijse,Flemish Brabant Province,Flanders,Belgium,overysschf,1,overysschf,,loc,true,,,loc,overysschf
880,64735-2644541,2644541,64735-2644541-smvberg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""smvberg""~5","https://www.googleapis.com/books/v1/volumes?q=""smvberg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,?,smvberg,1,smvberg,,loc,true,,,loc,smvberg
881,64775-2645051,2645051,,,,,,,,,,,mort-né inhumation,2,,,,,,,,mort-né inhumation
882,64904-2648934,2648934,64904-2648934-adeline pollet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""adeline pollet""~5","https://www.googleapis.com/books/v1/volumes?q=""adeline+pollet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,adeline pollet,2,adeline pollet,,per,true,true,,per,adeline pollet
883,65193-2657738,2657738,65193-2657738-felicitas van der linden,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""der felicitas linden van""~5","https://www.googleapis.com/books/v1/volumes?q=""felicitas+van+der+linden""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,felicitas van der linden,4,felicitas van der linden,,per,true,true,,per,felicitas van der linden
884,65295-2662147,2662147,65295-2662147-ysaye,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wallones ysayechansons""~5","https://www.googleapis.com/books/v1/volumes?q=""ysayechansons+wallones""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ysayechansons wallones,2,ysaye,,per,true,false,,per,ysayechansons wallones
885,65296-2662147,2662147,65296-2662147-ysaye,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""enfantin ysayecompliment""~5","https://www.googleapis.com/books/v1/volumes?q=""ysayecompliment+enfantin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ysayecompliment enfantin,2,ysaye,,per,true,false,,per,ysayecompliment enfantin
886,65390-2664134,2664134,65390-2664134-dadizele,,,,,Section,,,,Belgium,dadizele polley,2,dadizele,true,loc,true,,,loc,dadizele polley
888,65536-2670860,2670860,65536-2670860-ziegenberg,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ziegenberg""~5","https://www.googleapis.com/books/v1/volumes?q=""ziegenberg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Germany,ziegenberg,1,ziegenberg,,loc,true,,,loc,ziegenberg
889,65620-2674865,2674865,65620-2674865-aarschot,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aarschot""~5","https://www.googleapis.com/books/v1/volumes?q=""aarschot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Aarschot,Commune,Aarschot,Flemish Brabant Province,Flanders,Belgium,aarschot,1,aarschot,true,loc,true,,,loc,aarschot
890,65637-2675617,2675617,65637-2675617-martin cuypers,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cuypers liege martin""~5","https://www.googleapis.com/books/v1/volumes?q=""martin+cuypers+li%C3%A8ge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,martin cuypers liège,3,martin cuypers,,per,true,true,,per,martin cuypers liège
891,65637-2675617,2675617,65637-2675617-liège,,,,Liège,Commune,Liège,Liège Province,Wallonia,Belgium,martin cuypers liège,3,liège,true,loc,true,,,loc,martin cuypers liège
892,65802-2679008,2679008,,,,,,,,,,,vrouw-tcn-bosch,1,,,,,,,,vrouw-tcn-bosch
893,65848-2680205,2680205,,,,,,,,,,,coussement,1,,,,,,,,coussement
894,65878-2681690,2681690,65878-2681690-bogaert leopold,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bogaert leopold""~5","https://www.googleapis.com/books/v1/volumes?q=""bogaert+leopold""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,bogaert leopold,2,bogaert leopold,,per,true,true,,per,bogaert leopold
895,65896-2682802,2682802,,,,,,,,,,,"comptablescandale, affaire",2,,,,,,,,"comptablescandale, affaire"
896,66329-2703688,2703688,66329-2703688-van den broecke polidoor,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""broecke den polidoor van""~5","https://www.googleapis.com/books/v1/volumes?q=""van+den+broecke+polidoor""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,van den broecke polidoor,4,van den broecke polidoor,,per,true,true,,per,van den broecke polidoor
897,66549-2710336,2710336,66549-2710336-gentbrugge,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gentbrugge velodroom zesdagen""~5","https://www.googleapis.com/books/v1/volumes?q=""zesdagen+velodroom+gentbrugge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Gentbrugge,Section,Gent,East Flanders Province,Flanders,Belgium,zesdagen velodroom gentbrugge,3,gentbrugge,true,loc,true,,,loc,zesdagen velodroom gentbrugge
898,66623-2711790,2711790,66623-2711790-jette,,,,,Commune,,,,Belgium,garde civique de jette,4,jette,true,loc,true,,,loc,garde civique de jette
899,66766-2715917,2715917,66766-2715917-quiroga,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""quiroga sonate""~5","https://www.googleapis.com/books/v1/volumes?q=""quiroga+sonate""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,quiroga sonate,2,quiroga,,per,true,false,,per,quiroga sonate
900,66833-2716809,2716809,,,,,,,,,,,boekhoudregulateur regelgever wetgever wetgeving toezichthouder controleur,6,,,,,,,,boekhoudregulateur regelgever wetgever wetgeving toezichthouder controleur
901,66933-2717923,2717923,66933-2717923-nichelput,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nichelput""~5","https://www.googleapis.com/books/v1/volumes?q=""nichelput""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,nichelput,1,nichelput,,per,true,false,,per,nichelput
902,67029-2721529,2721529,67029-2721529-cloots,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cloots""~5","https://www.googleapis.com/books/v1/volumes?q=""cloots""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,cloots,1,cloots,,per,true,false,,per,cloots
903,67197-2726490,2726490,,,,,,,,,,,vegetarisme,1,,,,,,,,vegetarisme
904,67230-2727747,2727747,67230-2727747-hambursin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hambursin""~5","https://www.googleapis.com/books/v1/volumes?q=""hambursin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,hambursin,1,hambursin,,per,true,false,,per,hambursin
905,67238-2728125,2728125,67238-2728125-chili,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chili""~5","https://www.googleapis.com/books/v1/volumes?q=""chili""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Chile,chili,1,chili,,loc,true,,,loc,chili
906,67298-2730468,2730468,,,,,,,,,,,koninklyk besluit,2,,,,,,,,koninklyk besluit
907,67694-2743119,2743119,,,,,,,,,,,assenois,1,,,,,,,,assenois
908,67840-2746410,2746410,67840-2746410-sint-pieters-leeuw,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gedenk sint-pieters-leeuw""~5","https://www.googleapis.com/books/v1/volumes?q=""sint-pieters-leeuw+gedenk*""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,Commune,,,,Belgium,sint-pieters-leeuw gedenk*,2,sint-pieters-leeuw,true,loc,true,,,loc,sint-pieters-leeuw gedenk*
909,67993-2751645,2751645,67993-2751645-morlanwelz,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""drapeau morlanwelz remise warocque""~5","https://www.googleapis.com/books/v1/volumes?q=""morlanwelz+remise+drapeau+warocque""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Morlanwelz-Mariemont,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,morlanwelz remise drapeau warocque,4,morlanwelz,true,loc,true,,,loc,morlanwelz remise drapeau warocque
910,67993-2751645,2751645,67993-2751645-warocque,,,false,,,,,,,morlanwelz remise drapeau warocque,4,warocque,,per,true,false,,per,morlanwelz remise drapeau warocque
911,68020-2752852,2752852,68020-2752852-aalst,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aalst""~5","https://www.googleapis.com/books/v1/volumes?q=""aalst""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Aalst,Commune,Aalst,East Flanders Province,Flanders,Belgium,aalst,1,aalst,true,loc,true,,,loc,aalst
912,68044-2754796,2754796,68044-2754796-china,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china chine japan japon""~5","https://www.googleapis.com/books/v1/volumes?q=""china+japan+chine+japon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,People's Republic of China,china japan chine japon,4,china,,loc,true,,,loc,china japan chine japon
913,68044-2754796,2754796,68044-2754796-japan,,,,,,,,,Japan,china japan chine japon,4,japan,,loc,true,,,loc,china japan chine japon
914,68044-2754796,2754796,68044-2754796-chine,,,,,,,,,People's Republic of China,china japan chine japon,4,chine,,loc,true,,,loc,china japan chine japon
915,68044-2754796,2754796,68044-2754796-japon,,,,,,,,,Japan,china japan chine japon,4,japon,,loc,true,,,loc,china japan chine japon
