,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
10,10,618-662611,662611,618-662611-pierre victor guillemin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""guillemin pierre victor""~5","https://www.googleapis.com/books/v1/volumes?q=""pierre+victor+guillemin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,pierre victor guillemin,3.0,pierre victor guillemin,,per,True,True,,per,pierre victor guillemin,,pierre victor guillemin,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
11,11,642-662695,662695,642-662695-bosco,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bosco""~5","https://www.googleapis.com/books/v1/volumes?q=""bosco""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,bosco,1.0,bosco,,per,True,False,,per,bosco,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
12,12,668-663509,663509,668-663509-rachez,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""1878rachez""~5","https://www.googleapis.com/books/v1/volumes?q=""1878rachez""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,1878rachez,1.0,rachez,,per,True,False,,per,rachez,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
13,13,755-663658,663658,755-663658-cantillon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cantillon lembecq""~5","https://www.googleapis.com/books/v1/volumes?q=""cantillon+lembecq""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,cantillon lembecq,2.0,cantillon,,per,True,False,,per,cantillon lembecq,lembecq,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.2325277619055965, 'south': 50.706706175437574, 'north': 50.72469347294043, 'west': 4.204113931209643, 'accuracyLevel': 1}, 'asciiName': 'Lembeek', 'countryId': '2802361', 'fcl': 'P', 'score': 30.453229904174805, 'adminId2': '3333250', 'adminId3': '2796698', 'countryCode': 'BE', 'adminId4': '2796697', 'adminId1': '3337388', 'lat': '50.7157', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VBR', 'adminCode3': '23', 'adminCode1': 'VLG', 'lng': '4.21832', 'geonameId': 2792898, 'toponymName': 'Lembeek', 'adminCode4': '23027', 'population': 0, 'adminName5': '', 'adminName4': 'Halle', 'adminName3': 'Arrondissement Halle-Vilvoorde', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Lembeek', 'lang': 'link'}, {'name': '1502', 'lang': 'post'}, {'name': 'LBE', 'lang': 'unlc'}], 'adminName2': 'Flemish Brabant Province', 'name': 'Lembeek', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
14,14,755-663658,663658,755-663658-lembecq,,,,,Section,,,,Belgium,cantillon lembecq,2.0,lembecq,True,loc,True,,,loc,cantillon lembecq,lembecq,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.2325277619055965, 'south': 50.706706175437574, 'north': 50.72469347294043, 'west': 4.204113931209643, 'accuracyLevel': 1}, 'asciiName': 'Lembeek', 'countryId': '2802361', 'fcl': 'P', 'score': 30.453229904174805, 'adminId2': '3333250', 'adminId3': '2796698', 'countryCode': 'BE', 'adminId4': '2796697', 'adminId1': '3337388', 'lat': '50.7157', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VBR', 'adminCode3': '23', 'adminCode1': 'VLG', 'lng': '4.21832', 'geonameId': 2792898, 'toponymName': 'Lembeek', 'adminCode4': '23027', 'population': 0, 'adminName5': '', 'adminName4': 'Halle', 'adminName3': 'Arrondissement Halle-Vilvoorde', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Lembeek', 'lang': 'link'}, {'name': '1502', 'lang': 'post'}, {'name': 'LBE', 'lang': 'unlc'}], 'adminName2': 'Flemish Brabant Province', 'name': 'Lembeek', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
15,15,789-664728,664728,789-664728-fishlin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fishlin""~5","https://www.googleapis.com/books/v1/volumes?q=""fishlin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,fishlin,1.0,fishlin,,per_ambig,True,False,,per_ambig,fishlin,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
16,16,825-665744,665744,825-665744-bruxelles,,,,Brussels,Commune,Brussels,Bruxelles-Capitale,Brussels Capital,Belgium,institut bruxelles directeurs,3.0,bruxelles,True,loc,True,,,loc,institut bruxelles directeurs,bruxelles,,"Bruxelles||||http://www.wikidata.org/entity/Q239commune de Bruxelles-Capitale, capitale de la Belgique","{'totalResultsCount': 514, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.556903881208461, 'south': 50.719418364785014, 'north': 50.981471745733586, 'west': 4.14066310487552, 'accuracyLevel': 2}, 'asciiName': 'Brussels', 'countryId': '2802361', 'fcl': 'P', 'score': 260.0640869140625, 'adminId2': '6693370', 'adminId3': '2800865', 'countryCode': 'BE', 'adminId4': '3337389', 'adminId1': '2800867', 'lat': '50.85045', 'fcode': 'PPLC', 'continentCode': 'EU', 'adminCode2': 'BRU', 'adminCode3': '21', 'adminCode1': 'BRU', 'lng': '4.34878', 'geonameId': 2800866, 'toponymName': 'Brussels', 'adminCode4': '21004', 'population': 1019022, 'adminName5': '', 'adminName4': 'City of Brussels', 'adminName3': 'Arrondissement Brussel-Hoofdstad', 'alternateNames': [{'name': 'Brussel', 'lang': 'af'}, {'name': 'بروكسل', 'lang': 'ar'}, {'name': 'ܒܪܘܟܣܠ', 'lang': 'arc'}, {'name': 'Bruseles', 'lang': 'ast'}, {'name': 'Брусэль', 'lang': 'be'}, {'name': 'Брюксел', 'lang': 'bg'}, {'name': 'Brisel', 'lang': 'bs'}, {'name': 'Brussel·les', 'lang': 'ca'}, {'name': 'Brusel', 'lang': 'cs'}, {'name': 'Brwsel', 'lang': 'cy'}, {'name': 'Bruxelles', 'lang': 'da'}, {'name': 'Brüssel', 'lang': 'de'}, {'name': 'Βρυξέλλες', 'lang': 'el'}, {'isShortName': True, 'isPreferredName': True, 'name': 'Brussels', 'lang': 'en'}, {'name': 'Brukselo', 'lang': 'eo'}, {'name': 'Bruselas', 'lang': 'es'}, {'name': 'Brüssel', 'lang': 'et'}, {'name': 'Brusela', 'lang': 'eu'}, {'name': 'بروکسل', 'lang': 'fa'}, {'name': 'Bryssel', 'lang': 'fi'}, {'isPreferredName': True, 'name': 'Bruxelles', 'lang': 'fr'}, {'name': 'Brussel', 'lang': 'fy'}, {'name': 'An Bhruiséil', 'lang': 'ga'}, {'name': 'Bruiseal', 'lang': 'gd'}, {'name': 'Bruxelas', 'lang': 'gl'}, {'name': 'בריסל', 'lang': 'he'}, {'name': 'Bruxelles', 'lang': 'hr'}, {'name': 'Brüsszel', 'lang': 'hu'}, {'name': 'Բրյուսել', 'lang': 'hy'}, {'name': 'BRU', 'lang': 'iata'}, {'name': 'Brusel', 'lang': 'id'}, {'name': 'Bruxel', 'lang': 'io'}, {'name': 'Brussel', 'lang': 'is'}, {'name': 'Bruxelles', 'lang': 'it'}, {'name': 'ブリュッセル', 'lang': 'ja'}, {'name': 'Brusel', 'lang': 'jv'}, {'name': 'ბრიუსელი', 'lang': 'ka'}, {'name': '브뤼셀', 'lang': 'ko'}, {'name': 'Bruksel', 'lang': 'ku'}, {'name': 'Bruxellae', 'lang': 'la'}, {'name': 'Bréissel', 'lang': 'lb'}, {'name': 'Brussel', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/City_of_Brussels', 'lang': 'link'}, {'name': 'Briuselis', 'lang': 'lt'}, {'name': 'Brisele', 'lang': 'lv'}, {'name': 'Брисел', 'lang': 'mk'}, {'name': 'ब्रसेल्स', 'lang': 'mr'}, {'name': 'Brussels', 'lang': 'ms'}, {'name': 'Brüssel', 'lang': 'nds'}, {'isPreferredName': True, 'name': 'Brussel', 'lang': 'nl'}, {'name': 'Brussel', 'lang': 'nn'}, {'name': 'Brussel', 'lang': 'no'}, {'name': 'Bruksela', 'lang': 'pl'}, {'name': '1000', 'lang': 'post'}, {'name': 'Bruxelas', 'lang': 'pt'}, {'name': 'Brussel', 'lang': 'qu'}, {'name': 'Bruxelles', 'lang': 'ro'}, {'name': 'Брюссель', 'lang': 'ru'}, {'name': 'Bruselj', 'lang': 'sl'}, {'name': 'Brukseli', 'lang': 'sq'}, {'name': 'Брисел', 'lang': 'sr'}, {'name': 'Bryssel', 'lang': 'sv'}, {'name': 'บรัสเซลส์', 'lang': 'th'}, {'name': 'Brüksel', 'lang': 'tr'}, {'name': 'بريۇسسېل', 'lang': 'ug'}, {'name': 'Брюсель', 'lang': 'uk'}, {'name': 'BRU', 'lang': 'unlc'}, {'name': 'Brussele', 'lang': 'wa'}, {'name': '布鲁塞尔', 'lang': 'wuu'}, {'name': '布魯塞爾', 'lang': 'yue'}, {'name': '布鲁塞尔', 'lang': 'zh-CN'}], 'adminName2': 'Bruxelles-Capitale', 'name': 'Brussels', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'capital of a political entity', 'adminName1': 'Brussels Capital'}]}"
17,17,921-667762,667762,921-667762-charles bernard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bernard charles discours""~5","https://www.googleapis.com/books/v1/volumes?q=""discours+charles+bernard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,discours charles bernard,3.0,charles bernard,,per,True,True,,per,discours charles bernard,,charles bernard,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
18,18,939-668536,668536,939-668536-baelen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baelen necrologie""~5","https://www.googleapis.com/books/v1/volumes?q=""necrologie+baelen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,necrologie baelen,2.0,baelen,,per,True,False,,per,necrologie baelen,baelen,,"Baelen||||http://www.wikidata.org/entity/Q680845commune de Liège, Belgique","{'totalResultsCount': 70, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 5.198966527332899, 'south': 51.15037796133913, 'north': 51.18635255634615, 'west': 5.141571497569445, 'accuracyLevel': 2}, 'asciiName': 'Balen', 'countryId': '2802361', 'fcl': 'P', 'score': 52.12191390991211, 'adminId2': '2803136', 'adminId3': '2785140', 'countryCode': 'BE', 'adminId4': '2802744', 'adminId1': '3337388', 'lat': '51.16837', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VAN', 'adminCode3': '13', 'adminCode1': 'VLG', 'lng': '5.17027', 'geonameId': 2802743, 'toponymName': 'Balen', 'adminCode4': '13003', 'population': 19978, 'adminName5': '', 'adminName4': 'Balen', 'adminName3': 'Arrondissement Turnhout', 'alternateNames': [{'name': 'Бален', 'lang': 'bg'}, {'name': 'بلان', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Balen', 'lang': 'link'}, {'name': '2490', 'lang': 'post'}, {'name': 'Бален', 'lang': 'ru'}, {'name': 'BLE', 'lang': 'unlc'}, {'name': '巴伦', 'lang': 'zh'}], 'adminName2': 'Antwerp Province', 'name': 'Balen', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
19,19,1017-670263,670263,1017-670263-mies van der rohe,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""der mies rohe van""~5","https://www.googleapis.com/books/v1/volumes?q=""mies+van+der+rohe""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,mies van der rohe,4.0,mies van der rohe,,per,True,True,,per,mies van der rohe,,mies van der rohe,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
20,20,1182-674942,674942,1182-674942-malpertuis,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""malpertuis""~5","https://www.googleapis.com/books/v1/volumes?q=""malpertuis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,malpertuis,1.0,malpertuis,,loc,True,,,loc,malpertuis,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
21,21,1194-675209,675209,,,,,,,,,,,comptoir generale d,3.0,,,,,,,,comptoir generale d,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
22,22,1218-675792,675792,1218-675792-gambon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gambon""~5","https://www.googleapis.com/books/v1/volumes?q=""gambon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,gambon,1.0,gambon,,per,True,False,,per,gambon,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
23,23,1220-675792,675792,1220-675792-lemaitre,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lemaitre""~5","https://www.googleapis.com/books/v1/volumes?q=""lemaitre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,lemaitre,1.0,lemaitre,,per,True,False,,per,lemaitre,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
24,24,1359-679543,679543,1359-679543-botaine,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""botaine""~5","https://www.googleapis.com/books/v1/volumes?q=""botaine""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,botaine,1.0,botaine,,ambig,True,,,ambig,botaine,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
25,25,1550-684323,684323,1550-684323-atwerpen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""atwerpen""~5","https://www.googleapis.com/books/v1/volumes?q=""atwerpen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Antwerpen,Commune,Antwerpen,Antwerpen,Flanders,Belgium,atwerpen,1.0,atwerpen,,loc,True,,,loc,atwerpen,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
26,26,1595-686387,686387,1595-686387-gysegem,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gysegem""~5","https://www.googleapis.com/books/v1/volumes?q=""gysegem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,gysegem,1.0,gysegem,,per,True,False,,per,gysegem,gysegem,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.063670513229573, 'south': 50.977021351248574, 'north': 50.99500864875143, 'west': 4.035091486770428, 'accuracyLevel': 1}, 'asciiName': 'Gijzegem', 'countryId': '2802361', 'fcl': 'P', 'score': 28.61463737487793, 'adminId2': '2789733', 'adminId3': '2803447', 'countryCode': 'BE', 'adminId4': '2803451', 'adminId1': '3337388', 'lat': '50.98602', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '41', 'adminCode1': 'VLG', 'lng': '4.04938', 'geonameId': 2797542, 'toponymName': 'Gijzegem', 'adminCode4': '41002', 'population': 0, 'adminName5': '', 'adminName4': 'Aalst', 'adminName3': 'Arrondissement of Aalst', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Gijzegem', 'lang': 'link'}, {'name': '9308', 'lang': 'post'}, {'name': 'GZM', 'lang': 'unlc'}], 'adminName2': 'East Flanders Province', 'name': 'Gijzegem', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
27,27,1641-687149,687149,1641-687149-marville,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""marville""~5","https://www.googleapis.com/books/v1/volumes?q=""marville""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,France,marville,1.0,marville,,per,True,False,,per,marville,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
28,28,1771-690549,690549,1771-690549-pelzer,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pelzer""~5","https://www.googleapis.com/books/v1/volumes?q=""pelzer""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,pelzer,1.0,pelzer,,per_loc,True,False,,per_loc,pelzer,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
29,29,1841-692698,692698,1841-692698-jeanne romain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""albert dassy jeanne romain""~5","https://www.googleapis.com/books/v1/volumes?q=""jeanne+romain+albert+dassy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,jeanne romain albert dassy,4.0,jeanne romain,,per,True,True,,per,jeanne romain albert dassy,,jeanne romain albert dassy,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
30,30,1841-692698,692698,1841-692698-albert dassy,,,True,,,,,,,jeanne romain albert dassy,4.0,albert dassy,,per,True,True,,per,jeanne romain albert dassy,,jeanne romain albert dassy,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
31,31,1869-693264,693264,1869-693264-delovere,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""delovere""~5","https://www.googleapis.com/books/v1/volumes?q=""delovere""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,delovere,1.0,delovere,,per,True,False,,per,delovere,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
32,32,1877-693668,693668,,,,,,,,,,,gazlicht kerk,2.0,,,,,,,,gazlicht kerk,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
33,33,1993-697725,697725,1993-697725-cordelois,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cordelois""~5","https://www.googleapis.com/books/v1/volumes?q=""cordelois""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,cordelois,1.0,cordelois,,per,False,False,,ambig,cordelois,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
34,34,2005-697861,697861,,,,,,,,,,,yom-kipour,1.0,,,,,,,,yom-kipour,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
35,35,2047-698434,698434,2047-698434-cornil station,,,,,POI,,,,Belgium,cornil station maison charleroi,4.0,cornil station,False,loc,True,False,false,loc,cornil station maison charleroi,charleroi,cornil station,"Charleroi||||http://www.wikidata.org/entity/Q81046ville du Hainaut, Belgique","{'totalResultsCount': 291, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.535511104265951, 'south': 50.35342435292287, 'north': 50.46929941134975, 'west': 4.353458317120768, 'accuracyLevel': 2}, 'asciiName': 'Charleroi', 'countryId': '2802361', 'fcl': 'P', 'score': 211.34121704101562, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2800482', 'adminId1': '3337387', 'lat': '50.41136', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.44448', 'geonameId': 2800481, 'toponymName': 'Charleroi', 'adminCode4': '52011', 'population': 200132, 'adminName5': '', 'adminName4': 'Charleroi', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': 'Tchålerwè', 'lang': 'an'}, {'name': 'شارلوروا', 'lang': 'ar'}, {'name': 'Горад Шарлеруа', 'lang': 'be'}, {'name': 'Шарлероа', 'lang': 'bg'}, {'name': 'Charleroi', 'lang': 'cs'}, {'name': 'Charleroi', 'lang': 'de'}, {'name': 'Σαρλερουά', 'lang': 'el'}, {'name': 'Charleroi', 'lang': 'en'}, {'name': 'Charleroi', 'lang': 'eo'}, {'name': 'Charleroi', 'lang': 'es'}, {'name': 'Charleroi', 'lang': 'eu'}, {'name': 'شارلروآ', 'lang': 'fa'}, {'name': 'Charleroi', 'lang': 'fi'}, {'name': 'Charleroi', 'lang': 'fr'}, {'name': 'שרלרואה', 'lang': 'he'}, {'name': 'Շառլեռուա', 'lang': 'hy'}, {'name': 'Charleroi', 'lang': 'id'}, {'name': 'Charleroi', 'lang': 'it'}, {'name': 'シャルルロワ', 'lang': 'ja'}, {'name': 'შარლერუა', 'lang': 'ka'}, {'name': '샤를루아', 'lang': 'ko'}, {'name': 'Caroloregium', 'lang': 'la'}, {'name': 'Charleroi', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Charleroi', 'lang': 'link'}, {'name': 'Šarlerua', 'lang': 'lt'}, {'name': 'Šarlruā', 'lang': 'lv'}, {'name': 'Charleroi', 'lang': 'nl'}, {'name': 'Charleroi', 'lang': 'no'}, {'name': 'Шарлеруа', 'lang': 'os'}, {'name': 'Carleroé', 'lang': 'pcd'}, {'name': 'Charleroi', 'lang': 'pl'}, {'name': 'چارلیروئی', 'lang': 'pnb'}, {'name': '6000', 'lang': 'post'}, {'name': 'Charleroi', 'lang': 'pt'}, {'name': 'Charleroi', 'lang': 'ro'}, {'name': 'Шарлеруа', 'lang': 'ru'}, {'name': 'Шарлроа', 'lang': 'sr'}, {'name': 'Charleroi', 'lang': 'sv'}, {'name': 'ชาร์เลอรัว', 'lang': 'th'}, {'name': 'Шарлеруа', 'lang': 'uk'}, {'name': 'CRL', 'lang': 'unlc'}, {'name': 'Tchålerwè', 'lang': 'wa'}, {'name': '沙勒罗瓦', 'lang': 'zh'}], 'adminName2': 'Hainaut Province', 'name': 'Charleroi', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
36,36,2047-698434,698434,2047-698434-charleroi,,,,,Commune,,,,Belgium,cornil station maison charleroi,4.0,charleroi,True,loc,True,False,false,loc,cornil station maison charleroi,charleroi,cornil station,"Charleroi||||http://www.wikidata.org/entity/Q81046ville du Hainaut, Belgique","{'totalResultsCount': 291, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.535511104265951, 'south': 50.35342435292287, 'north': 50.46929941134975, 'west': 4.353458317120768, 'accuracyLevel': 2}, 'asciiName': 'Charleroi', 'countryId': '2802361', 'fcl': 'P', 'score': 211.34121704101562, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2800482', 'adminId1': '3337387', 'lat': '50.41136', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.44448', 'geonameId': 2800481, 'toponymName': 'Charleroi', 'adminCode4': '52011', 'population': 200132, 'adminName5': '', 'adminName4': 'Charleroi', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': 'Tchålerwè', 'lang': 'an'}, {'name': 'شارلوروا', 'lang': 'ar'}, {'name': 'Горад Шарлеруа', 'lang': 'be'}, {'name': 'Шарлероа', 'lang': 'bg'}, {'name': 'Charleroi', 'lang': 'cs'}, {'name': 'Charleroi', 'lang': 'de'}, {'name': 'Σαρλερουά', 'lang': 'el'}, {'name': 'Charleroi', 'lang': 'en'}, {'name': 'Charleroi', 'lang': 'eo'}, {'name': 'Charleroi', 'lang': 'es'}, {'name': 'Charleroi', 'lang': 'eu'}, {'name': 'شارلروآ', 'lang': 'fa'}, {'name': 'Charleroi', 'lang': 'fi'}, {'name': 'Charleroi', 'lang': 'fr'}, {'name': 'שרלרואה', 'lang': 'he'}, {'name': 'Շառլեռուա', 'lang': 'hy'}, {'name': 'Charleroi', 'lang': 'id'}, {'name': 'Charleroi', 'lang': 'it'}, {'name': 'シャルルロワ', 'lang': 'ja'}, {'name': 'შარლერუა', 'lang': 'ka'}, {'name': '샤를루아', 'lang': 'ko'}, {'name': 'Caroloregium', 'lang': 'la'}, {'name': 'Charleroi', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Charleroi', 'lang': 'link'}, {'name': 'Šarlerua', 'lang': 'lt'}, {'name': 'Šarlruā', 'lang': 'lv'}, {'name': 'Charleroi', 'lang': 'nl'}, {'name': 'Charleroi', 'lang': 'no'}, {'name': 'Шарлеруа', 'lang': 'os'}, {'name': 'Carleroé', 'lang': 'pcd'}, {'name': 'Charleroi', 'lang': 'pl'}, {'name': 'چارلیروئی', 'lang': 'pnb'}, {'name': '6000', 'lang': 'post'}, {'name': 'Charleroi', 'lang': 'pt'}, {'name': 'Charleroi', 'lang': 'ro'}, {'name': 'Шарлеруа', 'lang': 'ru'}, {'name': 'Шарлроа', 'lang': 'sr'}, {'name': 'Charleroi', 'lang': 'sv'}, {'name': 'ชาร์เลอรัว', 'lang': 'th'}, {'name': 'Шарлеруа', 'lang': 'uk'}, {'name': 'CRL', 'lang': 'unlc'}, {'name': 'Tchålerwè', 'lang': 'wa'}, {'name': '沙勒罗瓦', 'lang': 'zh'}], 'adminName2': 'Hainaut Province', 'name': 'Charleroi', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
