Nom De La Commune,Qid,wiki_unified,page_id,page_length,extract,localisation administrative,name_wikidata,geonameId,adminName4,adminName2,toponymName,Code Postal Ancien,Code Postal Actuel,Code Ins
Tourinnes-la-Grosse,Tourinnes-la-Grosse,https://fr.wikipedia.org/wiki/Tourinnes-la-Grosse,899689,5583,"Tourinnes-la-Grosse (en néerlandais Deurne, en wallon El Grosse Tourene) est une section de la commune belge de Beauvechain située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1977.",Beauvechain,Tourinnes-la-Grosse,2785346,Beauvechain,Brabant Wallon,Tourinnes-la-Grosse,5991,1320,25103
Tourinnes-Saint-Lambert,Tourinnes-Saint-Lambert,https://fr.wikipedia.org/wiki/Tourinnes-Saint-Lambert,1064112,1956,"Tourinnes-Saint-Lambert est une section de la commune belge de Walhain située en Région wallonne dans la province du Brabant wallon.
Tourinnes-Saint-Lambert comprend les localités de Tourinnes-les-Ourdons (en wallon Tourene-les-Ourdons), Saint-Lambert, Libersart et Lérinnes. Le village est arrosé par le ruisseau du Nil, affluent de l'Orne.",Walhain,Tourinnes-Saint-Lambert,2785344,Walhain,Brabant Wallon,Tourinnes-Saint-Lambert,5880,1457,25104
TOURNAI,Tournai,https://fr.wikipedia.org/wiki/Tournai,4095409,52478,"Tournai (en néerlandais : Doornik) est une ville francophone de Belgique située en Région wallonne, chef-lieu d’arrondissement en province de Hainaut et siège de l'évêché de Tournai.
Tournai et Lille font partie d’un eurodistrict : l’Eurométropole Lille-Courtrai-Tournai (depuis janvier 2008) avec environ 1 900 000 habitants. C’est le premier GECT (Groupement européen de coopération territoriale) d’Europe. Avec les villes de l'ancien bassin minier du Nord-Pas-de-Calais, elle participe aussi à un ensemble métropolitain de près de 3,5 millions d'habitants, appelé « aire métropolitaine de Lille ».
Tournai est une des plus vieilles villes de Belgique avec Arlon et Tongres. Première capitale du royaume franc, elle a joué un rôle historique, économique, religieux et culturel important au sein du Comté de Flandre durant le Moyen Âge et la Renaissance.
Le beffroi (le plus ancien de Belgique) et la cathédrale Notre-Dame de Tournai sont inscrits au patrimoine mondial de l’UNESCO. La cathédrale, imposante construction d’art roman et d’architecture gothique, est célèbre pour ses cinq tours ainsi que pour son trésor. Tournai est surnommée la ville aux cinq clochers.
Le Tournaisis est le nom que l’on donne à la région de Tournai.",,Tournai,2785341,Arrondissement administratif de Tournai,Hainaut,Tournai,7500,7500,57081
Tournay,Tournay,https://fr.wikipedia.org/wiki/Tournay (Belgique),989769,1623,"Tournay (en wallon : Tournai-dlé-l'-Tchestea) est une section de la ville belge de Neufchâteau située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.",Neufchâteau,Tournay,2785341,Arrondissement administratif de Tournai,Hainaut,Tournai,6625,6840,84069
Tourpes,Tourpes,https://fr.wikipedia.org/wiki/Tourpes,371655,4727,"Tourpes est une section de la ville belge de Leuze-en-Hainaut, située en Région wallonne dans la province de Hainaut.",Leuze-en-Hainaut,Tourpes,2785330,Leuze-en-Hainaut,Hainaut,Tourpes,7911,7904,51058
Transinne,Transinne,https://fr.wikipedia.org/wiki/Transinne,246697,3213,"Transinne (en wallon Transene) est une section de la commune belge de Libin située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.",Libin,Transinne,2785315,Libin,Luxembourg,Transinne,6915,6890,84070
Trazegnies,Trazegnies,https://fr.wikipedia.org/wiki/Trazegnies,997255,12659,"Trazegnies est une ancienne commune belge. Fusionnée avec Courcelles en 1976, elle est située à mi-chemin entre Charleroi et La Louvière.
Cette localité a donné son nom à la maison de Trazegnies, issue des anciens seigneurs locaux. Sa devise est « tan que vive ».",Courcelles,Trazegnies,2785305,Courcelles,Hainaut,Trazegnies,6190,6183,52066
Treignes,Treignes,https://fr.wikipedia.org/wiki/Treignes,219218,5497,"Treignes (en wallon Tregne) est une section de la commune belge de Viroinval située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",,Treignes,2785301,Viroinval,Namur,Treignes,6390,5670,93079
Trembleur,Trembleur,https://fr.wikipedia.org/wiki/Trembleur,899174,2084,"Trembleur (en wallon Trimbleu) est une section de la commune belge de Blegny située en Région wallonne dans la province de Liège. C'était une commune à part entière avant la fusion des communes de 1977.

La chapelle, dédiée à saint Joseph, dépend de la paroisse de Mortier.",Blégny,Trembleur,2785296,Blégny,Liège,Trembleur,4570,4670,62103
TREMELO,Tremelo,https://fr.wikipedia.org/wiki/Tremelo,658624,5573,Tremelo est une commune néerlandophone de Belgique située en Région flamande dans la province du Brabant flamand.,Brabant flamand,Tremelo,2785293,Tremelo,Brabant-Flamand,Tremelo,3120,3120,24109
Trivières,Trivières,https://fr.wikipedia.org/wiki/Trivières,1019421,1496,"Trivières (en wallon Triviere) est une section de la ville belge de La Louvière, située en Wallonie dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",La Louvière,Trivières,2785232,La Louvière,Hainaut,Trivières,7110,7100,55046
Trognée,Trognée,https://fr.wikipedia.org/wiki/Trognée,1022641,771,"Trognée (en wallon Trougnêye, en néerlandais Truielingen) est une section de la ville belge d'Hannut, située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes du 17 juillet 1970.",Hannut,Trognée,2785227,Hannut,Liège,Trognée,4280,4280,64069
TROIS-PONTS,Trois-Ponts,https://fr.wikipedia.org/wiki/Trois-Ponts,199787,13294,"Trois-Ponts (en wallon Troes-Ponts) est une commune francophone de Belgique située en Région wallonne dans le sud de la province de Liège.
Ses habitants sont appelés les Trois-Pontois et les Trois-Pontoises.",Liège,Trois-Ponts,2785223,Trois-Ponts,Liège,Trois-Ponts,4980,4980,63086
TROOZ,Trooz,https://fr.wikipedia.org/wiki/Trooz,217805,11842,"Trooz (en wallon Li Trô) est une commune francophone de Belgique située en Région wallonne dans la province de Liège, ainsi qu’une localité où siège son administration.",Liège,Trooz,2785208,Trooz,Liège,Trooz,4940,4870,62122
TUBIZE,Tubize,https://fr.wikipedia.org/wiki/Tubize,168141,26768,"Tubize (en néerlandais Tubeke) est une ville francophone de Belgique située en Région wallonne dans la province du Brabant wallon. Elle est la dernière ville de la banlieue de Bruxelles-Capitale. De la zone 02.
Jusqu'à la fin du XXe siècle, Tubize était un centre important de la sidérurgie belge grâce à la présence sur son territoire des Forges de Clabecq.
En 1978, elle est récompensée du Prix de l`Europe.
Au 1er mai 2017, la population totale de cette commune est de 28 237 habitants (13 456 hommes et 14 212 femmes). La superficie totale est de 32,90 km2. Tubize est la ville qui croit le plus vite en Belgique sa population pourrait passer à 70 000 habitants dans les 20 prochaines années, avec pas moins de 15000 nouveaux logements prévus.[réf. souhaitée]",Brabant wallon,Tubize,2785169,Tubize,Brabant Wallon,Tubize,1360,1480,25105
TURNHOUT,Turnhout,https://fr.wikipedia.org/wiki/Turnhout,815117,8558,"Turnhout est une ville néerlandophone de Belgique située en Région flamande, chef-lieu d'arrondissement en province d'Anvers.
En 2009, Turnhout comptait 39 790 habitants.
Turnhout est le siège de l'imprimeur-éditeur universitaire international Brepols.",,Turnhout,2785141,Turnhout,Anvers,Turnhout,2300,2300,13040
UCCLE,Uccle,https://fr.wikipedia.org/wiki/Uccle,1024025,33674,"Uccle (en néerlandais : Ukkel) est une commune belge et l'une des 19 communes de Bruxelles, officiellement bilingue et placée sous l'autorité du gouvernement de Bruxelles-Capitale.
Elle compte 81 429 habitants (Ucclois) au 1er janvier 2015 selon l'INS (37 506 hommes et 43 923 femmes) sur une superficie de 22,91 km², soit une densité de 3 554,30 habitants/km².
Elle est limitrophe des communes de Bruxelles-ville, Forest, Ixelles, Watermael-Boitsfort, Linkebeek, Rhode-Saint-Genèse et Drogenbos.
Située au sud-ouest de Bruxelles, elle est réputée pour ses quartiers bourgeois (notamment aux alentours de l'avenue du Prince d'Orange), ses espaces verts et ses loyers élevés.
Les couleurs de la commune sont le bleu et le blanc.",arrondissement administratif de Bruxelles-Capitale,Uccle,2785123,Uccle,Bruxelles-Capitale,Uccle,1180,1180,21016
Ucimont,Ucimont,https://fr.wikipedia.org/wiki/Ucimont,1003784,2735,"Ucimont (wallon: Ucîmont) est une section de la ville belge de Bouillon située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.",Bouillon,Ucimont,2785121,Bouillon,Luxembourg,Ucimont,6833,6833,84071
Uikhoven,Uikhoven,https://fr.wikipedia.org/wiki/Uikhoven,3198645,968,"Uikhoven est une section de la commune belge de Maasmechelen située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Maasmechelen,Uikhoven,2785118,Maasmechelen,Limbourg,Uikhoven,3631,3631,73084
Uitbergen,Uitbergen,https://fr.wikipedia.org/wiki/Uitbergen,3178644,1184,"Uitbergen est une section de la commune belge de Berlare située en Région flamande dans la province de Flandre-Orientale.
L'église d'Uitbergen remonte à l'époque gothique.
Le château du XVIIIe siècle, d'allure classique, a appartenu entre autres aux familles Terlinden, de Kerchove, de Crombrugghe de Picquendaele, etc.
 Portail de la Flandre-Orientale",Berlare,Uitbergen,2785106,Berlare,Flandre-Orientale,Uitbergen,9281,9290,42022
Uitkerke,Uitkerke,https://fr.wikipedia.org/wiki/Uitkerke,3172364,1060,"Uitkerke est une section de la ville belge de Blankenberge située en Région flamande dans la province de Flandre-Occidentale.
 Portail de la Flandre-Occidentale",Blankenberge,Uitkerke,2785103,Blankenberge,Flandre-Occidentale,Uitkerke,8370,8370,31034
Ulbeek,Ulbeek,https://fr.wikipedia.org/wiki/Ulbeek,3198585,962,"Ulbeek est une section de la commune belge de Wellen située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Wellen,Ulbeek,2785101,Wellen,Limbourg,Ulbeek,3832,3832,73085
Upigny,Upigny,https://fr.wikipedia.org/wiki/Upigny,997222,1941,Upigny (en wallon Upgnè) est un village de la vallée de la Mehaigne en Hesbaye namuroise (Belgique). Il se trouve à quelques kilomètres à l'ouest de la commune d'Éghezée à laquelle il est administrativement rattaché (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.,Éghezée,Upigny,2785096,Éghezée,Namur,Upigny,5045,5310,92127
Ursel,Ursel,https://fr.wikipedia.org/wiki/Ursel,3183371,1185,Ursel est une section de la commune belge de Knesselare située en Région flamande dans la province de Flandre-Orientale.,Knesselare,Ursel,2785094,Knesselare,Flandre-Orientale,Ursel,9890,9910,44067
Vaalbeek,Vaalbeek,https://fr.wikipedia.org/wiki/Vaalbeek,3201502,2472,Vaalbeek est une section de la commune belge d'Oud-Heverlee située en Région flamande dans la province du Brabant flamand.,Oud-Heverlee,Vaalbeek,2785088,Oud-Heverlee,Brabant-Flamand,Vaalbeek,3046,3054,24110
Val-Meer,Val-Meer,https://fr.wikipedia.org/wiki/Val-Meer,3198669,1089,Val-Meer est une section de la commune belge de Riemst située en Région flamande dans la province de Limbourg.,Riemst,Val-Meer,2785052,Riemst,Limbourg,Val-Meer,3770,3770,73086
Vance,Vance,https://fr.wikipedia.org/wiki/Vance (Belgique),1039986,2050,Vance (Wanen en Luxembourgeois) est une section de la commune belge d'Étalle située en Région wallonne dans la province de Luxembourg.,,Vance,2785047,Étalle,Luxembourg,Vance,6741,6741,85041
Varendonk,Varendonk,https://fr.wikipedia.org/wiki/Varendonk,3193008,901,"Varendonk est une section de la commune belge de Laakdal située en Région flamande dans la province d'Anvers.
 Portail d’Anvers et sa province",Laakdal,Varendonk,2785032,Laakdal,Anvers,Varendonk,3988,2431,13041
Varsenare,Varsenare,https://fr.wikipedia.org/wiki/Varsenare,3172568,1112,"Varsenare est une section de la commune belge de Jabbeke située en Région flamande dans la province de Flandre-Occidentale.

 Portail de la Flandre-Occidentale",Jabbeke,Varsenare,2785021,Jabbeke,Flandre-Occidentale,Varsenare,8202,8490,31035
Vaucelles,Vaucelles,https://fr.wikipedia.org/wiki/Vaucelles (Belgique),899600,4386,"Vaucelles (en wallon Våcele) est un village en région Calestienne de l'Entre-Sambre-et-Meuse, dans la province de Namur, en Belgique. Traversé par la Joncquière et sis en bordure de la frontière française il fait administrativement partie de la commune de Doische (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.",Doische,Vaucelles,2785019,Doische,Namur,Vaucelles,6368,5680,93080
Vaulx,Vaulx,https://fr.wikipedia.org/wiki/Vaulx (Belgique),4618140,5222,"Vaulx ou Vaulx-lez-Tournai est une section de la ville belge de Tournai, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Tournai,Vaulx,2785012,Arrondissement administratif de Tournai,Hainaut,Vaulx-lez-Tournai,7520,7536,57082
Vaulx,Vaulx,https://fr.wikipedia.org/wiki/Vaulx (Chimay),1599573,4166,"Vaulx (en wallon Li-Vå-dlé-Chimai) est une section de la ville belge de Chimay, située en Région wallonne dans la province de Hainaut.

C'était une commune à part entière avant la fusion des communes de 1977.",,Vaulx,2785012,Arrondissement administratif de Tournai,Hainaut,Vaulx-lez-Tournai,6462,6462,56079
Vaux-Chavanne,Vaux-Chavanne,https://fr.wikipedia.org/wiki/Vaux-Chavanne,1925899,1594,"Vaux-Chavanne (en wallon Li Vå-d'-Xhavane; généralement, dans une phrase ""e l' vå"", prononcé ""è l' vâ"", ""en la vallée"") est une section de la commune belge de Manhay située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Vaux-Chavanne n'est une commune de la province de Luxembourg que depuis 1839. Elle faisait partie avant cela du département de Sambre-et-Meuse.",,Vaux-Chavanne,2785003,Manhay,Luxembourg,Vaux-Chavanne,6680,6960,83051
Vaux-et-Borset,Vaux-et-Borset,https://fr.wikipedia.org/wiki/Vaux-et-Borset,1743870,1295,"Vaux-et-Borset (en wallon Vå-et-Borset), plus couramment appelé Vaux-Borset, est une section de la commune belge de Villers-le-Bouillet située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.
 Portail de la Wallonie
 Portail de la Belgique
 Portail de la province de Liège",,Vaux-et-Borset,2785001,Villers-le-Bouillet,Liège,Vaux-et-Borset,5260,4530,61062
Vaux-lez-Rosières,Vaux-lez-Rosières,https://fr.wikipedia.org/wiki/Vaux-lez-Rosières,1744509,1397,"Vaux-lez-Rosières (en wallon Li Vå-addé-Rozire) est une section de la commune belge de Vaux-sur-Sûre, située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière depuis sa séparation de Nives le 14 mai 1906 jusqu'à la fusion des communes du 17 juillet 1970.",Vaux-sur-Sûre,Vaux-lez-Rosières,2784998,Vaux-sur-Sûre,Luxembourg,Vaux-lez-Rosières,6640,6640,82031
Vaux-sous-Chèvremont,Vaux-sous-Chèvremont,https://fr.wikipedia.org/wiki/Vaux-sous-Chèvremont,988317,3325,"Vaux-sous-Chèvremont (en wallon Li Vå-dzo-Tchivrimont) est une section de la commune belge de Chaudfontaine située en Région wallonne dans la province de Liège.
Elle borde la Vesdre, un affluent de l’Ourthe.",,Vaux-sous-Chèvremont,2784996,Chaudfontaine,Liège,Vaux-sous-Chèvremont,4601,4051,62104
VAUX-SUR-SÛRE,Vaux-sur-Sûre,https://fr.wikipedia.org/wiki/Vaux-sur-Sûre,221878,9332,Vaux-sur-Sûre (en wallon Li Vå-so-Seure) est une commune francophone de Belgique située en Région wallonne dans la province de Luxembourg.,Luxembourg,Vaux-sur-Sûre,2784994,Vaux-sur-Sûre,Luxembourg,Vaux-sur-Sûre,6640,6640,82036
Vechmaal,Vechmaal,https://fr.wikipedia.org/wiki/Vechmaal,3198212,1330,Vechmaal est une section de la commune belge de Heers située en Région flamande dans la province de Limbourg.,Heers,Vechmaal,2784992,Heers,Limbourg,Vechmaal,3877,3870,73087
Vedrin,Vedrin,https://fr.wikipedia.org/wiki/Vedrin,1285163,9942,"Vedrin (en wallon Vedrén) est un village situé à 4 kilomètres au nord de la ville de Namur, dont il fait aujourd'hui administrativement partie (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.
Vedrin est bordé par Saint-Servais, Saint-Marc, Daussoulx, Cognelée, Champion, Bouge et Namur. Plusieurs hameaux et quartiers composent Vedrin, dont l'Arquet, le Transvaal, les Comognes, le Centre, Frizet ou le Rond-Chêne.
Bien que rattaché à une ville importante, le village a gardé un caractère champêtre: il est traversé par deux ruisseaux, le Frizet et l'Arquet.",Namur,Vedrin,2784986,Arrondissement administratif de Namur,Namur,Vedrin,5030,5020,92128
Veerle,Veerle,https://fr.wikipedia.org/wiki/Veerle,3193016,917,"Veerle est une section de la commune belge de Laakdal située en Région flamande dans la province d'Anvers.
 Portail d’Anvers et sa province",Laakdal,Verlee,2784980,Laakdal,Anvers,Veerle,3988,2431,13042
Velaine,Velaine-sur-Sambre,https://fr.wikipedia.org/wiki/Velaine-sur-Sambre,325716,5781,"Velaine-sur-Sambre (en wallon Velinne) est une section de la commune belge de Sambreville située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",,Velaine-sur-Sambre,2784971,Sambreville,Namur,Velaine-sur-Sambre,5700,5060,92129
Velaines,Velaines,https://fr.wikipedia.org/wiki/Velaines (Celles),1033400,1321,"Velaines (en picard : Vlainne) est une section de la commune belge de Celles située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Celles,Velaines,2784967,Celles,Hainaut,Velaines,7550,7760,57083
Veldegem,Veldegem,https://fr.wikipedia.org/wiki/Veldegem,3172772,1011,"Veldegem est une section de la commune belge de Zedelgem située en Région flamande dans la province de Flandre-Occidentale.
 Portail de la Flandre-Occidentale",Zedelgem,Veldegem,2784957,Zedelgem,Flandre-Occidentale,Veldegem,8211,8210,31036
Veldwezelt,Veldwezelt,https://fr.wikipedia.org/wiki/Veldwezelt,3198464,1195,Veldwezelt est une section de la commune belge de Lanaken située en Région flamande dans la province de Limbourg.,Lanaken,Veldwezelt,2784924,Lanaken,Limbourg,Veldwezelt,3768,3620,73088
Vellereille-les-Brayeux,Vellereille-les-Brayeux,https://fr.wikipedia.org/wiki/Vellereille-les-Brayeux,346215,1528,"Vellereille-les-Brayeux est une section de la commune belge d'Estinnes, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
Sur le territoire de Vellereille-les-Brayeux se trouve l'abbaye de Bonne-Espérance, fondée en 1130.",Estinnes,Vellereille-les-Brayeux,2784919,Estinnes,Hainaut,Vellereille-les-Brayeux,7132,7120,56080
Vellereille-le-Sec,Vellereille-le-Sec,https://fr.wikipedia.org/wiki/Vellereille-le-Sec,1039330,3349,"Vellereille-le-Sec est une section de la commune belge d'Estinnes, située en Région wallonne dans la province de Hainaut.",Estinnes,Vellereille-le-Sec,2784917,Estinnes,Hainaut,Vellereille-le-Sec,7083,7120,55047
Velm,Velm,https://fr.wikipedia.org/wiki/Velm,3196134,983,"Velm est une section de la ville belge de Saint-Trond située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Saint-Trond,Velm,2784914,Sint-Truiden,Limbourg,Velm,3806,3806,71058
Velroux,Velroux,https://fr.wikipedia.org/wiki/Velroux,1337557,796,"Velroux (en wallon Verloû) est une section de la commune belge de Grâce-Hollogne située en Région wallonne dans la province de Liège. Le Saint-Patron est Saint André.
Le village est connu pour sa proximité avec l'aéroport de Liège (dont la zone économique empiète sur son territoire) et pour son école à immersion linguistique.",Grâce-Hollogne,Velroux,2784909,Grâce-Hollogne,Liège,Velroux,4343,4460,62105
Veltem-Beisem,Veltem-Beisem,https://fr.wikipedia.org/wiki/Veltem-Beisem,3200576,959,"Veltem-Beisem est une section de la commune belge de Herent située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Herent,Veltem-Beisem,2784907,Herent,Brabant-Flamand,Veltem-Beisem,3008,3020,24111
Velzeke-Ruddershove,Velzeke-Ruddershove,https://fr.wikipedia.org/wiki/Velzeke-Ruddershove,1689240,1638,"Velzeke-Ruddershove est une section de la ville belge de Zottegem située en Région flamande dans la province de Flandre-Orientale et le Denderstreek. Avant 1977, c’était une commune à part entière.
La section se trouve sur le parcours du Tour des Flandres.",Zottegem,Velzeke-Ruddershove,2784903,Zottegem,Flandre-Orientale,Velzeke-Ruddershove,9620,9620,41069
Vencimont,Vencimont,https://fr.wikipedia.org/wiki/Vencimont,1026801,1760,Vencimont (vɛnsimɔ̃) (en wallon Vencîmont) est un village de l'Ardenne belge traversé par la Houille. Administrativement il fait partie de la commune de Gedinne dans la province de Namur (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.,Gedinne,Vencimont,2784900,Gedinne,Namur,Vencimont,6871,5575,91126
Vergnies,Vergnies,https://fr.wikipedia.org/wiki/Vergnies,900409,6624,"Vergnies (en wallon Vergnîye) est une section de la commune belge de Froidchapelle située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977. Village essentiellement agricole; altitude de 225 m à 263 m. Superficie : 1 315 ha; 432 habitants (en 2008).",Froidchapelle,Vergnies,2784866,Froidchapelle,Hainaut,Vergnies,6458,6440,56081
VERLAINE,Verlaine,https://fr.wikipedia.org/wiki/Verlaine (province de Liège),219892,6038,"Verlaine [vɛʀlɛn] (en wallon Verlinne) est une commune francophone de Belgique située en Région wallonne dans la province de Liège, ainsi qu’une localité où siège son administration.",Liège,Verlaine,2784856,Verlaine,Liège,Verlaine,4248,4537,61063
Verlée,Verlée,https://fr.wikipedia.org/wiki/Verlée,1347160,1872,"Verlée (en wallon Verlêye) est une section de la commune belge de Havelange située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",,Verlée,2784854,Havelange,Namur,Verlée,5375,5370,91127
Verrebroek,Verrebroek,https://fr.wikipedia.org/wiki/Verrebroek,3177023,1118,"Verrebroek est une section de la commune belge de Beveren située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",,Verrebroek,2784839,Beveren,Flandre-Orientale,Verrebroek,2789,9130,46027
Vertrijk,Vertrijk,https://fr.wikipedia.org/wiki/Vertrijk,3200114,1436,Vertrijk est une section de la commune belge de Boutersem située en Région flamande dans la province du Brabant flamand.,Boutersem,Vertrijk,2784823,Boutersem,Brabant-Flamand,Vertrijk,3370,3370,24112
VERVIERS,Verviers,https://fr.wikipedia.org/wiki/Verviers,52913,26653,"Verviers (en wallon Vervî) est une ville francophone de Belgique située en Région wallonne, chef-lieu d'arrondissement en province de Liège, à l'extrémité est du sillon industriel. L'entité actuelle est le résultat de la fusion le 1er janvier 1977 des anciennes communes de Verviers, d'Ensival, de Heusy, de Lambermont, de Petit-Rechain et de Stembert.
Verviers est également le centre d'une agglomération urbaine, dite agglomération verviétoise, composée des communes de Dison, de Pepinster ainsi que d'une partie du village de Polleur, comptant environ 85 000 habitants ; elle est par conséquent la 2e ville de la province en importance après Liège, ce qui en fait l'une des 10 villes les plus importantes de la Région wallonne.",arrondissement administratif de Verviers,Verviers,2784821,Verviers,Liège,Verviers,4800,4800,63079
Vesqueville,Vesqueville,https://fr.wikipedia.org/wiki/Vesqueville (Belgique),1254952,1909,"Vesqueville [vɛskəvil] (en wallon Veskiveye) est une section de la ville belge de Saint-Hubert située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.",Saint-Hubert,Vesqueville,2784813,Saint-Hubert,Luxembourg,Vesqueville,6901,6870,84072
Veulen,Fologne,https://fr.wikipedia.org/wiki/Fologne,3197973,1135,Fologne (Veulen en néerlandais) est une section de la commune belge de Heers située en Région flamande dans la province de Limbourg.,Heers,Fologne,2784807,Heers,Limbourg,Veulen,3870,3870,73089
VEURNE,Furnes,https://fr.wikipedia.org/wiki/Furnes,540080,21512,Furnes (en néerlandais Veurne) est une ville néerlandophone de Belgique située en Région flamande dans la province de Flandre-Occidentale.,,Furnes,2790150,Nieuport,Flandre-Occidentale,Nieuwpoort,8480,8630,38025
Vezin,Vezin,https://fr.wikipedia.org/wiki/Vezin,577284,4239,"Vezin (en wallon Bjin) est un village des hauteurs de Meuse (rive gauche) entre Namur et la ville d'Andenne dont il fait administrativement partie, dans la province de Namur (Région wallonne de Belgique). C'était une commune à part entière avant la fusion des communes de 1977.
Vezin s'étend des rochers de Sclaigneaux, en bord de Meuse, à la route de Hannut, en Hesbaye, cette localité enjambe aussi le point culminant de la Moyenne Belgique (220 mètres).",Andenne,Vezin,2784795,Andenne,Namur,Vezin,5120,5300,92130
Vezon,Vezon,https://fr.wikipedia.org/wiki/Vezon (Belgique),1356363,2187,"Vezon est une section de la ville belge de Tournai, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
C'est le village d'enfance de Philippe Robert et de Luc Dochy, respectivement politiciens socialiste et social-chrétien.
C'est aussi à Vezon que se trouve le siège des scouts de la 28e Escaut.
Ce village a un milieu associatif très actif, Vezon Accueille, s'occupe de créer des liens entre les habitants du village par la mise en place d'activités ponctuelles tout au long de l'année tels que la chasse aux œufs, la fête du village avec son rallye vélo ou le souper des ainés à Noël. Il y a 2 écoles primaires dans le village, une communale (Les crayons de soleil) et une de l'enseignement libre (Ecole St joseph)
Fin août, le festival de musique Terratertous réuni les amateurs de musique des 4 coins du grand Tournai.

 Portail du Hainaut",Tournai,Vezon,2784793,Arrondissement administratif de Tournai,Hainaut,Vezon,7644,7538,57084
Viane,Viane,https://fr.wikipedia.org/wiki/Viane (Belgique),1650125,1361,"Viane est une section de la ville belge de Grammont située en Région flamande dans la province de Flandre-Orientale et le Denderstreek.
C'était une commune à part entière avant la fusion des communes de 1977.",Grammont,Viane,2784790,Grammont,Flandre-Orientale,Viane,9500,9500,41070
Vichte,Vichte,https://fr.wikipedia.org/wiki/Vichte,2493981,2098,"Vichte est une section de la commune belge d'Anzegem, en province de Flandre-Occidentale. Jusqu'en 1977, c'était une commune à part entière.
Vichte est facilement accessible car la localité se trouve à proximité d'une bretelle d'accès aux autoroutes A14/E17. Une grande partie de son territoire est densément bâti, hormis la zone aux environs du Beukenhof et de la réserve naturelle Steverlynck Noord.
Vichte compte le plus grand nombre d'habitants parmi toutes les sections de commune d'Anzegem.

Le blason du village (d'or au frette de sable) trouve ses origines dans la famille ''Iseux'' ayant construit au XVIieme siecle le chateau toujours existant aujourd'hui. Un membre de la famille assez connu fut Jeanne Iseux, Dame de la Vichte et des deux Treilles, qui épousa le baron de la Croix de Drumez.",Anzegem,Vichte,2784786,Anzegem,Flandre-Occidentale,Vichte,8560,8570,34038
VIELSALM,Vielsalm,https://fr.wikipedia.org/wiki/Vielsalm,102228,23030,"Vielsalm (en wallon Li Viye Såm, en Luxembourgeois Sëm Gaanglef/Zënt Gängelef) est une commune francophone de Belgique située en Région wallonne dans la province de Luxembourg, ainsi qu’une localité où siège son administration.
La commune fait partie de l'arrondissement administratif de Bastogne.",Luxembourg,Vielsalm,2784775,Vielsalm,Luxembourg,Vielsalm,6690,6690,82032
Viemme,Viemme,https://fr.wikipedia.org/wiki/Viemme,1485805,1833,"Viemme (en wallon Vieme-dilé-Wareme) est une section de la commune belge de Faimes, située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1971. Viemme aurait été habité dès la fin de l'époque néolithique, vers 2000 ans avant notre ère; une villa romaine aurait existé à Viemme. Le nom du village est apparu pour la première fois à l'époque carolingienne sous le vocable de 'viermin', qui est devenu 'vermia', en 1242; ce mot signifiait 'courant, source'. En 1497, la localité s'appelait 'Vierme', et 'Viemme' vers la fin du XVIe siècle.",Faimes,Viemme,2784773,Faimes,Liège,Viemme,4381,4317,64070
