Column,unique_id_query,unique_id_match,wikipedia_link_fr,wikipedia_link_nl,google_book_query,nom_complet,ngram_match,wikidata_loc,recon_wikidata_loc,recon_wikidata_person,types,test_viaf,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,comments_anne,comments_ettore,types_Ettore,queries,extract_geonames,extract_persons
988,73324-2906967,73324-2906967-manage,,,,,,,,,,,,,,,,,chemin fer mons manage,4,manage,loc,True,,,,,loc,chemin fer mons manage,manage||mons,
989,73345-2907789,73345-2907789-eygenbilsen,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eygenbilsen""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eygenbilsen""~5","https://www.googleapis.com/books/v1/volumes?q=""eygenbilsen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,eygenbilsen,,,per_loc,eygenbilsen,,,,,,,eygenbilsen,1,eygenbilsen,loc,True,,,loc pas reconnu par geonames,yep,loc,eygenbilsen,eygenbilsen,
990,73367-2908488,73367-2908488-magidson,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""magidson""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""magidson""~5","https://www.googleapis.com/books/v1/volumes?q=""magidson""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,magidson,,,per,magidson,,,,,,,magidson,1,magidson,per,True,False,,,,per,magidson,,
991,73460-2910396,73460-2910396-lemonnier,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lemonnier""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lemonnier""~5","https://www.googleapis.com/books/v1/volumes?q=""lemonnier""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,lemonnier,,,per,lemonnier,,,,,,,lemonnier,1,lemonnier,per,True,False,,,,per,lemonnier,,
992,73579-2915126,73579-2915126-peel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""peel""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""peel""~5","https://www.googleapis.com/books/v1/volumes?q=""peel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,peel,Q147524,,per_loc,peel,,,,,,,peel,1,peel,per_loc,True,False,,,,per_loc,peel,,
993,73912-2924746,73912-2924746-verdbois,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brand verdbois""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brand verdbois""~5","https://www.googleapis.com/books/v1/volumes?q=""verdbois+brand""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,verdbois,,,per,verdbois,,,,,,,verdbois brand,2,verdbois,per,True,False,,,,per,verdbois brand,,
994,73941-2925042,73941-2925042-charlie,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charlie chocolaterie et la""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charlie chocolaterie et la""~5","https://www.googleapis.com/books/v1/volumes?q=""charlie+et+la+chocolaterie""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,charlie,,Q218235,per,charlie,,,,,,,charlie et la chocolaterie,4,charlie,per,True,False,,ok,"j'ai annoté tout ce qui est une personne, même désignée par son seul prénom",per,charlie et la chocolaterie,,charlie et
995,74214-2932285,74214-2932285-torhout,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""torhout""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""torhout""~5","https://www.googleapis.com/books/v1/volumes?q=""torhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,torhout,Q270633,,loc,torhout,Torhout,Commune,Torhout,West Flanders Province,Flanders,Belgium,torhout,1,torhout,loc,True,,,,,loc,torhout,torhout,
996,74219-2932515,74219-2932515-chine,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chine""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chine""~5","https://www.googleapis.com/books/v1/volumes?q=""chine""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,chine,Q148,,loc,chine,,,,,,People's Republic of China,chine,1,chine,loc,True,,,,,loc,chine,,
997,74317-2935116,,,,,,,,,,,,,,,,,,générosité,1,,,,,,,,,générosité,,
998,74445-2937996,74445-2937996-dargent,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dargent""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dargent""~5","https://www.googleapis.com/books/v1/volumes?q=""dargent""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,dargent,,,per,dargent,,,,,,,dargent,1,dargent,per,True,False,,"colonel Dargent (cf. requête belgicapress, 1857-1899)",,per,dargent,,
999,74451-2938148,74451-2938148-samuelsson,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo samuelsson""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo samuelsson""~5","https://www.googleapis.com/books/v1/volumes?q=""samuelsson+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,samuelsson,,,per,samuelsson,,,,,,,samuelsson congo,2,samuelsson,per,True,False,,,,per,samuelsson congo,,
1000,74451-2938148,74451-2938148-congo,,,,,,,,,,,,,,,,,samuelsson congo,2,congo,loc,True,,,,,loc,samuelsson congo,,
1001,74463-2938403,74463-2938403-nivelles,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,nivelles,Q319463,,loc,nivelles,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5,nivelles,loc,True,,,,,loc,nivelles thines monstreux bornival baulers,thines||monstreux||bornival||baulers||nivelles,
1002,74463-2938403,74463-2938403-thines,,,,,,,,,,,,,,,,,nivelles thines monstreux bornival baulers,5,thines,loc,True,,,,,loc,nivelles thines monstreux bornival baulers,thines||monstreux||bornival||baulers||nivelles,
1003,74463-2938403,74463-2938403-monstreux,,,,,,,,,,,,,,,,,nivelles thines monstreux bornival baulers,5,monstreux,loc,True,,,,,loc,nivelles thines monstreux bornival baulers,thines||monstreux||bornival||baulers||nivelles,
1004,74463-2938403,74463-2938403-bornival,,,,,,,,,,,,,,,,,nivelles thines monstreux bornival baulers,5,bornival,loc,True,,,,,loc,nivelles thines monstreux bornival baulers,thines||monstreux||bornival||baulers||nivelles,
1005,74463-2938403,74463-2938403-baulers,,,,,,,,,,,,,,,,,nivelles thines monstreux bornival baulers,5,baulers,loc,True,,,,,loc,nivelles thines monstreux bornival baulers,thines||monstreux||bornival||baulers||nivelles,
1006,74582-2940782,,,,,,,,,,,,,,,,,,salon de l,3,,,,,,,,,salon de l,,
1007,74623-2941754,,,,,,,,,,,,,,,,,,snooker,1,,,,,,,,,snooker,,
1008,74709-2944563,,,,,,,,,,,,,,,,,,bureau de traduction,3,,,,,,,,,bureau de traduction,,
1009,74728-2944773,74728-2944773-deleau vicq,,,,,,,,,,,,,,,,,deleau vicq,2,deleau vicq,per,True,False,true,"vicq est un loc, non ?",,per,deleau vicq,,
1010,74750-2945382,,,,,,,,,,,,,,,,,,margarine,1,,,,,,,,,margarine,,
1011,74822-2947204,74822-2947204-china,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china""~5","https://www.googleapis.com/books/v1/volumes?q=""china""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,china,Q148,,loc,china,,,,,,People's Republic of China,china,1,china,loc,True,,,,,loc,china,,
1012,75108-2952614,,,,,,,,,,,,,,,,,,traduction*,1,,,,,,,,,traduction*,,
1013,75189-2954419,75189-2954419-pouyes,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pouyes""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pouyes""~5","https://www.googleapis.com/books/v1/volumes?q=""pouyes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,pouyes,,,per,pouyes,,,,,,,pouyes,1,pouyes,per,True,False,,,,per,pouyes,,
1014,75228-2955093,,,,,,,,,,,,,,,,,,chroniques féminine,2,,,,,,,,,chroniques féminine,,
1015,75587-2962572,,,,,,,,,,,,,,,,,,cholera,1,,,,,,,,,cholera,,
1016,75732-2965483,,,,,,,,,,,,,,,,,,axa,1,,,,,,,,,axa,,
1017,75738-2965700,75738-2965700-kallenberg,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kallenberg""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kallenberg""~5","https://www.googleapis.com/books/v1/volumes?q=""kallenberg""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,kallenberg,Q1015358,,per,kallenberg,,,,,,,kallenberg,1,kallenberg,per,True,False,,,,per,kallenberg,,
1018,75756-2966189,75756-2966189-mohr,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""b mohr""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""b mohr""~5","https://www.googleapis.com/books/v1/volumes?q=""b.+mohr""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,mohr,,,per,mohr,,,,,,,b. mohr,2,mohr,per,True,False,,,,per,b. mohr,,
1019,75830-2967236,75830-2967236-sneyers,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""sneyersinterieur""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""sneyersinterieur""~5","https://www.googleapis.com/books/v1/volumes?q=""sneyersint%C3%A9rieur""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,sneyers,,Q1685826,ambig,sneyers,,,,,,,sneyersintérieur,1,sneyers,per,True,False,,,ok,per,sneyersintérieur,,
1020,75887-2969463,75887-2969463-olga benario,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""benario olga""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""benario olga""~5","https://www.googleapis.com/books/v1/volumes?q=""olga+benario""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,olga benario,,Q77526,per,olga benario,,,,,,,olga benario,2,olga benario,per,True,True,,,,per,olga benario,,olga benario
1021,75890-2969735,,,,,,,,,,,,,,,,,,titanic,1,,,,,,,,,titanic,,
1022,76019-2973782,,,,,,,,,,,,,,,,,,kampioenschap championnat cyclisme,3,,,,,,,,,kampioenschap championnat cyclisme,,
1023,76195-2979542,76195-2979542-oosterzeele,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oosterzeele""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oosterzeele""~5","https://www.googleapis.com/books/v1/volumes?q=""oosterzeele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,oosterzeele,,,loc,oosterzeele,Oosterzele,Commune,Oosterzele,East Flanders Province,Flanders,Belgium,oosterzeele,1,oosterzeele,loc,True,,,,,loc,oosterzeele,oosterzeele,
1024,76378-2984730,76378-2984730-lancaster,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lancaster""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lancaster""~5","https://www.googleapis.com/books/v1/volumes?q=""lancaster""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,lancaster,Q205905,,per_loc,lancaster,,,,,,,lancaster,1,lancaster,per_loc,True,False,,,,per_loc,lancaster,,
1025,76415-2986843,,,,,,,,,,,,,,,,,,la virginité,2,,,,,,,,,la virginité,,
1026,76449-2987711,76449-2987711-winter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""professor winter""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""professor winter""~5","https://www.googleapis.com/books/v1/volumes?q=""professor+winter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,winter,,,per,winter,,,,,,,professor winter,2,winter,per,True,False,,,,per,professor winter,winter,winter professor
1027,76481-2989110,76481-2989110-oudegem,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oudegem""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oudegem""~5","https://www.googleapis.com/books/v1/volumes?q=""oudegem""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,oudegem,,,per,oudegem,,,,,,,oudegem,1,oudegem,loc,True,,,je pensais à Auderghem / Oudergem plutôt (lieu),erreur de ma part,loc,oudegem,oudegem,
1028,76546-2991223,76546-2991223-dehmelhaus,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dehmelhaus""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dehmelhaus""~5","https://www.googleapis.com/books/v1/volumes?q=""dehmelhaus""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,dehmelhaus,,,per_ambig,dehmelhaus,,,,,,,dehmelhaus,1,dehmelhaus,per_ambig,True,False,,,,per_ambig,dehmelhaus,,
1029,76556-2991909,,,,,,,,,,,,,,,,,,hens,1,,,,,,,,,hens,,
1030,76662-2994666,76662-2994666-pauline marcelle,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""marcelle pauline""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""marcelle pauline""~5","https://www.googleapis.com/books/v1/volumes?q=""pauline+marcelle""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,pauline marcelle,,Q7155053,per,pauline marcelle,,,,,,,pauline marcelle,2,pauline marcelle,per,True,True,,,,per,pauline marcelle,,pauline marcelle
1031,76951-3006850,76951-3006850-antrop,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""antrop""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""antrop""~5","https://www.googleapis.com/books/v1/volumes?q=""antrop""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,antrop,,,per,antrop,,,,,,,antrop,1,antrop,per,True,False,,"d'après BelgicaPress, nom de famille",,per,antrop,,
1032,77001-3008660,,,,,,,,,,,,,,,,,,village d,2,,,,,,,,,village d,,
1033,77674-3028122,77674-3028122-wancour,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wancour""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wancour""~5","https://www.googleapis.com/books/v1/volumes?q=""wancour""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,wancour,,,per,wancour,,,,,,,wancour,1,wancour,per,True,False,,doublon ?,idem (voir le s),per,wancour,,
1034,77676-3028122,77676-3028122-wancours,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wancours""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""wancours""~5","https://www.googleapis.com/books/v1/volumes?q=""wancours""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,wancours,,,per,wancours,,,,,,,wancours,1,wancours,per,True,False,,doublon ?,"idem, voir le s)",per,wancours,,
1035,77689-3028714,77689-3028714-coetermans,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""coetermans""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""coetermans""~5","https://www.googleapis.com/books/v1/volumes?q=""coetermans""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,coetermans,,,per,coetermans,,,,,,,coetermans,1,coetermans,per,True,False,,,,per,coetermans,,
1036,77709-3029109,77709-3029109-léon van der mersch,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""der leon mersch van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""der leon mersch van""~5","https://www.googleapis.com/books/v1/volumes?q=""l%C3%A9on+van+der+mersch""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,4,léon van der mersch,,,per,léon van der mersch,,,,,,,léon van der mersch,4,léon van der mersch,per,True,True,,,,per,léon van der mersch,,leon van der mersch
1037,77821-3033830,77821-3033830-champêtre,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""champetre thines a""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""champetre thines a""~5","https://www.googleapis.com/books/v1/volumes?q=""champ%C3%AAtre+%C3%A0+thines""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,champêtre,,,per_ambig,champêtre,,,,,,,champêtre à thines,3,champêtre,,True,,,,idem,,champêtre à thines,thines,
1038,77821-3033830,77821-3033830-thines,,,,,,,,,,,,,,,,,champêtre à thines,3,thines,loc,True,,,,,,champêtre à thines,thines,
1039,77837-3034030,77837-3034030-etterbeek,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dirigeable etterbeek""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dirigeable etterbeek""~5","https://www.googleapis.com/books/v1/volumes?q=""etterbeek+dirigeable""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,etterbeek,Q192859,,loc,etterbeek,Etterbeek,Commune,Etterbeek,Bruxelles-Capitale,Brussels Capital,Belgium,etterbeek dirigeable,2,etterbeek,loc,True,,,,,loc,etterbeek dirigeable,etterbeek,
1040,77932-3036689,77932-3036689-télesphore george,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""george telesphore""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""george telesphore""~5","https://www.googleapis.com/books/v1/volumes?q=""t%C3%A9lesphore+george""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,télesphore george,,Q555501,per,télesphore george,,,,,,,télesphore george,2,télesphore george,per,True,True,,,,per,télesphore george,,telesphore george
1041,77943-3037559,77943-3037559-rené lachat,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lachat rene""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lachat rene""~5","https://www.googleapis.com/books/v1/volumes?q=""ren%C3%A9+lachat""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,rené lachat,,,per,rené lachat,,,,,,,rené lachat,2,rené lachat,per,True,True,,,,per,rené lachat,,rene lachat
1042,77944-3037559,77944-3037559-sohie,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nieuwkerke sohie""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nieuwkerke sohie""~5","https://www.googleapis.com/books/v1/volumes?q=""sohie+nieuwkerke""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,sohie,,,per,sohie,,,,,,,sohie nieuwkerke,2,sohie,per,True,False,false,,,per,sohie nieuwkerke,nieuwkerke,
1043,77944-3037559,77944-3037559-nieuwkerke,,,,,,,,,,,,,,,,,sohie nieuwkerke,2,nieuwkerke,loc,True,,,,,loc,sohie nieuwkerke,nieuwkerke,
1044,78081-3041512,,,,,,,,,,,,,,,,,,karavaan,1,,,,,,,,,karavaan,,
1045,78255-3048129,78255-3048129-artistic pathe,,,,,,,,,,,,,,,,,artistic pathe,2,artistic pathe,loc,True,False,false,"je prendrais comme match le tout: 'artistic pathe', identifié comme loc (ce cinéma : http://www.salles-cinema.com/belgique-2/cinema-pathe-palace-a-bruxelles)","ok. Pour rester cohérents, autant annoter les brasseries commeloc même si elles contiennent un nom de personne",loc,artistic pathe,,pathe artistic
1046,78257-3048129,,,,,,,,,,,,,,,,,,moral,1,,,,False,false,,,,moral,,
1047,78284-3048877,78284-3048877-evregnies,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""evregnies""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""evregnies""~5","https://www.googleapis.com/books/v1/volumes?q=""evregnies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,evregnies,Q2768364,,loc,evregnies,Evregnies,Section,Estaimpuis,Hainaut Province,Wallonia,Belgium,evregnies,1,evregnies,loc,True,,,,,loc,evregnies,evregnies,
1048,78285-3048877,78285-3048877-stievenart,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stievenart""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stievenart""~5","https://www.googleapis.com/books/v1/volumes?q=""stievenart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,stievenart,,,per,stievenart,,,,,,,stievenart,1,stievenart,per,True,False,,,,per,stievenart,,
1049,78319-3050103,78319-3050103-mainvault,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""mainvault""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""mainvault""~5","https://www.googleapis.com/books/v1/volumes?q=""mainvault""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,mainvault,Q2580255,,loc,mainvault,Mainvault,Section,Ath,Hainaut Province,Wallonia,Belgium,mainvault,1,mainvault,loc,True,,,,,loc,mainvault,mainvault,
1050,78415-3053683,78415-3053683-spina,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spina""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spina""~5","https://www.googleapis.com/books/v1/volumes?q=""spina""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,spina,,,per,spina,,,,,,,spina,1,spina,per,True,False,,,,per,spina,,
1051,78473-3055305,78473-3055305-cartier,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cartier""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cartier""~5","https://www.googleapis.com/books/v1/volumes?q=""cartier""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,cartier,Q1045964,,per,cartier,,,,,,,cartier,1,cartier,per,True,False,,,,per,cartier,,
1052,78559-3058643,78559-3058643-velaines,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""velaines""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""velaines""~5","https://www.googleapis.com/books/v1/volumes?q=""velaines""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,velaines,Q2008187,,loc,velaines,Velaines,Section,Celles,Hainaut Province,Wallonia,Belgium,velaines,1,velaines,loc,True,,,,,loc,velaines,velaines,
1053,78622-3060680,,,,,,,,,,,,,,,,,,chevalerie presse,2,,,,,,,,,chevalerie presse,,
1054,78667-3061584,78667-3061584-urbanie lecot,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lecot urbanie""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lecot urbanie""~5","https://www.googleapis.com/books/v1/volumes?q=""urbanie+lecot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,urbanie lecot,,,per,urbanie lecot,,,,,,,urbanie lecot,2,urbanie lecot,per,True,True,,,,per,urbanie lecot,,urbanie lecot
1055,78700-3061933,78700-3061933-desribeu,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""desribeu""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""desribeu""~5","https://www.googleapis.com/books/v1/volumes?q=""desribeu""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,desribeu,,,per,desribeu,,,,,,,desribeu,1,desribeu,per,True,False,,,,per,desribeu,,
1056,78734-3062136,,,,,,,,,,,,,,,,,,monarchie de juillet,3,,,,,,,,,monarchie de juillet,,
1057,79096-3071647,,,,,,,,,,,,,,,,,,grève des cochers,3,,,,,,,,,grève des cochers,,
